title,time,hot,emo,count
上海：组成专家救治组全力救治重型患者，提高救治率、降低病死率,1726,1594,中性,1
上海新增本土死亡39例,835,772,中性,1
“动态清零”是综合社会成本最低的抗疫策略（人民论坛）,0,487,中性,1
上海：从严从快查处危害食品安全违法行为,0,470,中性,2
上海全力保障居民生活物资供应,0,397,正面,3
“重症八仙”已有3位奔赴上海支援,1242,386,中性,1
上海闵行区市场监管局：“龙仁粉丝”供货商被立案调查,1110,346,负面,1
让外地看不到上海朋友圈？微信：不实消息,1004,334,中性,2
上海海铁联运3月来业务量逾8万标准箱同比增长42%,1609,326,中性,2
新华时评丨上海，加油！,930,297,中性,2
上海嘉定加快企业复工复产，已有49家汽车相关企业复工,1727,288,中性,3
"关键阶段的关键攻坚上海战""疫""进行时",3,278,正面,4
日夜兼程保供上海,2105,268,中性,1
“无敌小李”要走时，居民才知道他的真实身份,1148,256,正面,3
与风险隐患赛跑 确保方舱安全,1755,245,正面,4
女艺人驰援上海的物资被整箱扔进垃圾车,1947,230,负面,1
上海嘉定：多种渠道满足市民应急就医和配药需求,1032,230,中性,4
中医药全方位深度参与上海抗疫,626,229,正面,1
上海警方：对危害食品安全违法犯罪零容忍已查处多起案件,1112,224,负面,5
抄表自助办、水费延期缴，上海推出用水便民措施,1110,217,中性,6
下水道如果传播病毒怎么办,2153,213,中性,2
这名消防员，成了小区采样路线“规划师”,1119,208,正面,7
上海从严从紧落实疫情防控各项举措,2003,201,中性,3
上海：临港方舱医院收治普通型以上及高龄感染者,2052,197,中性,4
上海浦东一居民楼楼梯间发生火情：已扑灭无人员伤亡,1115,195,负面,8
入住曾亲手参建的方舱，他又当上了维保志愿者,1120,192,正面,9
专家解读：目前上海核酸检测能力提升到了多少,1317,190,中性,2
有种浪漫叫携手抗疫 上海夫妻组建志愿团队实现整楼自治,1442,183,正面,1
上海东方医院：守住“血透”生命线,1117,182,正面,10
上海方舱内云诊断远程助力治疗患者疾病,2323,181,中性,1
上海古丹路方舱728人出院,1542,175,负面,2
工具包上线，市民可至“沪小康”微信公众号下载,2152,174,中性,5
“天使”变身志愿者抗疫中的上海体育人,2005,172,正面,6
来自上海市民手机记录：“手牵手，一起加油”,1333,169,正面,3
从三尺讲台到社区一线，复旦教师为抗疫献力,1143,169,正面,11
新华社特写丨一名蔬菜货运司机的600公里,1239,164,中性,4
专车接送上海奉贤开设60岁以上老年人疫苗接种专场,2042,160,中性,7
记者回访“民生难点”③|红码血透患者能到医院接受维持生命的治疗了吗,2205,152,负面,2
方舱教室：努力给孩子心头留下一道光,2154,152,正面,8
城市封控进行时：上海保持生命通道畅通、医护与“死神”抢时间,318,152,中性,1
筑牢“心”防线，同济大学守护学子“心灵绿码”,2010,150,正面,9
复工企业遇到用工、物流新问题,1054,150,中性,12
疫情防控期间水路运输保通保畅上海海事局出台12项举措,57,149,中性,5
记者回访“民生难点”②|这些社区管理难题有解了吗,2205,144,负面,3
暖心送绘本这里的方舱医院开启消防“小课堂”,2202,144,正面,4
上海奉贤疫情防控和春耕生产“两手抓”,2122,143,正面,10
澎湃新闻：善待方舱归来人员，是情是理更是责任,1400,142,正面,3
“动态清零”是对老年人的基本保护,1743,141,中性,5
“双带头人”带头，东方医院7个区级方舱医院党旗高扬,1423,138,中性,4
记者回访“民生难点”④|配药难解决得怎么样了,2206,132,中性,5
记者回访“民生难点”⑥|巡游出租车推出后就医交通难有缓解吗,2206,129,中性,6
“社会面亲邻”：守望相助力量大,2114,128,正面,11
心疼居委一线工作人员！上海大爷拿出50万元房车供大白休息,1725,125,正面,6
上海：保供礼包不符合要求的，一律不得发放,722,119,中性,2
降风险遮风雨“迷你”版移动核酸采样车开进上海社区,2333,118,中性,7
记者回访“民生难点”⑤|120用车和急诊绿色通道畅通了吗,2206,114,负面,8
这位尼泊尔医生用视频为上海加油,1242,112,正面,5
视频｜专家答疑：核酸筛查为什么做了一轮又一轮,1813,109,中性,2
直击ICU：坚持“动态清零”，全力救治老年患者,2216,108,正面,9
复工复产进行时上海商超卖场加速复市保障市民需求,1904,103,中性,3
上海新增死亡39例，梁万年：奥密克戎病死率是流感的7.5倍,803,102,中性,3
“守沪者联盟”丨防疫不误农时上海积极推进春耕备耕,1730,99,正面,7
多家银行明确：25日起，下调,1539,96,中性,5
关于就医配药，这份市级医院互联网医院日常小贴士请收藏,826,94,中性,4
解放日报记者求证：安静的复旦，“喧闹”的复旦,859,89,中性,5
无敌小李竟是年近半百的警察叔叔,903,83,正面,6
