title,time,hot,emo,count
上海回应：调查组已介入！,1222,3188,负面,1
上海本土新增727+6606，新增死亡32例,812,2211,中性,1
又出问题！本来生活的上海保供物资再被查,1840,765,负面,1
上海：提高药品配送率努力缓解百姓配药难问题,1828,507,中性,2
上海330人被处罚！,1323,442,负面,2
助力科技企业纾困解难，上海已出台这些针对性措施,1032,300,中性,1
严查涉疫价格违法行为上海市场监管部门曝光部分典型案例,531,292,中性,1
（上海战疫录）减流程降门槛畅通道沪助力食品经营者燃起复工“烟火气”,1236,255,中性,3
抗疫一线忙碌的身影,1027,249,正面,2
上海静安、长宁等地增设常态化核酸采样点,1105,221,中性,3
上海“三区”动态调整：1日共划分封控区14292个，涉及人口数276万人,1307,214,中性,4
如何对家庭等生活区域进行科学消毒,1827,211,中性,3
日夜兼程，他们为上海做“体检”,1853,199,正面,4
社区医疗废物如何处理,1304,195,中性,5
上海最大方舱医院出舱人数累计突破10万人,1444,186,负面,1
上海嘉定2个方舱医院休舱,1128,185,中性,4
防住疫情复工复产|上海：多措并举保障港口有序运行,2026,184,中性,1
五关联动，力保长三角产业链供应链畅通,1221,184,中性,6
防住疫情复工复产|上海：机场口岸通力协作保障产业链供应链安全畅通,1744,179,中性,1
“五一”，我们坚守在抗疫岗位！,514,174,正面,2
上海快递业陆续恢复有序运营，有网点件量达到日常7成,1400,171,中性,2
确定了！价格大降,843,170,中性,2
42个楼栋一条心，“玉一，一定赢！”,1956,168,正面,5
上海发挥财税政策和金融科技作用助企纾困,1810,168,中性,6
货畅其流，关系安民心稳经济保安全的大局,1957,165,中性,7
新长征福利院涉事医生田某某被立案,1732,162,负面,2
上海新国际博览中心方舱医院累计出院超3万人,1103,162,中性,5
上海单日新增感染者数量已连续4天在1万例以下,1105,158,中性,6
为了核酸检测，他在车里住了1个多月,1128,156,中性,7
网传大润发超市松江店发现一阳性病例，严重不实,1450,155,负面,3
上海市卫健委：医院不得限制患者就诊,1042,155,中性,8
上海公布最新“三区”划分详情：防范区涉及超1514万人,1359,153,中性,7
愿我勇敢护你平安记抗疫一线守“沪”者吴颖,1310,149,正面,8
防疫专家：“黑骑手”危害疫情防控大局，广大市民需提高警惕,1836,148,中性,8
清零的曙光，不是“解防”的信号,1217,143,中性,9
上海高校女教师：为保护学生，我成了全校最孤独的人,1227,142,正面,10
“温馨大家庭”等15个群被封停！,1824,141,负面,9
上海坚持动态清零 严格落实防控举措,1059,141,中性,9
上海加快构建“15分钟核酸检测服务圈”,1223,138,中性,11
微光守沪 |“城中村”里的“追阳人”,1830,136,负面,10
微光守沪|拒绝“野生团“他们身体力行为居民保障物资,1833,131,正面,11
面对面丨上海市政协委员邵楠：非常骑手的非常快递,1114,127,正面,10
上海口岸全力畅通复工复产“活水”,1220,122,中性,12
上海战疫看点｜国内硅片龙头企业里的“日夜坚守”,1030,122,中性,11
一线特写｜三位“白衣”的三种坚守,1357,118,正面,13
节日在岗铸起群众“健康堡垒”上海市同济医院全力满足市民就医配药需求,1628,112,正面,3
上海昨日新增死亡病例32例：平均84.1岁，4例接种过疫苗,1140,109,中性,12
这群理发师的爱心义剪，让真情传递｜上海战疫·凡人微光,1215,104,正面,14
亲历防范区的第一天：居民错峰出行大型商超正在陆续恢复线下营业,1834,103,中性,12
居民的抱怨，这样慢慢变成点赞,1545,102,正面,4
新势力造车受疫情重创4月仅埃安销量破万,702,102,中性,1
德国学者看好中国数字经济和绿色经济,707,99,中性,2
上海战疫丨血透病人就医之路：专用通道、定点班车和统筹保障,2254,97,中性,1
在抗击疫情过程中，这群人始终在路上,1117,95,正面,13
上海战疫看点｜劳动者·战斗者，“疫”往无前,1041,94,正面,14
上海战疫看点｜同心守“沪”的抗疫夫妻,1103,89,正面,15
镜观中国丨青春在这里闪光,1603,86,中性,4
上海市卫健委：多措并举努力畅通就医配药渠道,1147,83,中性,16
上海《市民新冠防疫知识手册》2.0版上线,1624,82,中性,5
微光守沪｜多省市蓝天救援队合力支援上海环境消杀,1632,78,正面,6
“0”、“0.67”、“1500万”，三个重要数据显示上海清零攻坚战发生重大变化,924,74,中性,3
美籍校园“管家”Tidswell：足不出校，但比之前“更忙了”,1433,71,中性,5
上海：医疗废物产生量大面广，来不及清运的需妥善暂存并设置明显标识,1344,69,中性,15
俄罗斯小伙Matveev“甜蜜”守“沪”,1259,60,中性,16
警方提醒：请抵制“无证骑手”,1159,46,中性,17
无人机飞跃黄浦江为癌症患者送救命药,1247,44,中性,17
严打击保民生助防控，上海公安开展“砺剑3号”集中打击整治行动,1744,43,正面,7
中铁卡塔尔海外建设者用奋斗奏响劳动者之歌,1430,43,正面,6
30余名上海紧急招募120驾驶员已报到,1651,39,中性,8
2022六五环境日|一起回顾那些年发过的主题海报和标识,1159,39,中性,18
（上海战疫录）上海抗疫医护：多一份努力、关心就多一份希望,1042,38,正面,19
送鲜奶，发快递，忙配药，光明乳业“多面手”员工彰显担当,1624,37,正面,9
23岁援沪女孩压出口罩脸笑称很漂亮,1539,37,正面,7
违反“入川即检”疫情防控措施，可能承担这些法律责任,1231,37,负面,18
这家最快晋升百亿私募迎严考，旗下多只产品净值跌破0.85,1,37,中性,1
最新！上海交警提醒,1543,36,中性,8
（上海战疫录）上海日均出动约16万人次消杀力量实现1.3万个住宅小区全覆盖,1142,36,中性,20
上海疫情形势稳中向好北京12区将连续开展三轮核酸检测,2123,35,中性,2
上海青浦：28辆“温暖家”移动核酸采样车陆续“上岗”,1614,35,正面,10
上海一男子无证跑腿代购被拘,1512,35,负面,9
上海战疫看点｜85后感染者隐瞒十多天的“谎言”在团聚一刻“被揭穿”,1730,34,正面,11
上海一对老年夫妻从5楼隔空递食物给楼上“独居”猫咪,1455,34,正面,10
上海：再坚持再加力 扩大防疫成果,2035,33,中性,3
（上海战疫录）服务5600余人的社区党总支副书记：气过哭过，但还是理解居民,2020,33,负面,4
华山医院普通门诊、专病门诊、专家门诊等全面开放，主任、专家领衔,1914,33,中性,13
首只“支持上海抗疫保供”金融债券发行，总额50亿元,1726,33,中性,12
又一批“借疫生财”违法者曝光,1349,33,负面,19
公告丨华漕镇“三区”划分公告（5月2日更新）,943,33,中性,4
上海返回1人阳性，江西3人被立案,1107,32,负面,21
中国红十字基金会向上海重疾患者发放2万只家庭箱,1805,29,正面,14
上海出台环评与排污许可“十三条”，支持企业复工复产,1614,29,中性,13
GET资讯上海奉贤就防范区实施有限人员、有限区域、有限活动管控问答,1327,29,中性,20
“五一”期间，34家市级医院2000余位专家“云端”义诊，问诊贴士在此,2251,28,中性,2
八旬夫妻新冠定点医院里书信传情,1145,27,正面,22
筑牢安全防线，浦东交警夜查“黑骑手”,1134,27,正面,23
游乐场禁止自带饮食，必须忍吗？,1048,27,中性,24
奉贤区在营药店最新名单公布！,813,27,中性,5
吃8424西瓜感染禽流感,703,27,负面,3
保“链”稳产助企业，“两头抓”深度激发增长潜力,632,26,中性,4
上海7人翻高速护栏入浙，2阳性被立案,1704,25,负面,14
来上海20天首次迎来阳光！被援沪女孩的天台合影治愈了,1542,23,正面,11
海军军医大学第二附属医院开展线上义诊活动,1226,23,中性,21
2021科创板：发力“硬科技”，交出“硬成绩”,1222,23,中性,22
上海回应云南物资没人要被拉到工地,1030,23,负面,25
免费核酸检测首日，便民采样点到底“方不方便”|早读,722,23,中性,5
一线丨志愿者羊国荣：“队长”“团长”一肩挑,2333,22,正面,3
上海警方：查获828人，535人被罚,2320,22,负面,4
车停稳后，老何走了，年仅54岁,2320,22,负面,5
随到随做，实现人群全覆盖，这个镇的常态化核酸采样点陆续启用,1924,22,中性,15
上海市第一妇婴保健院：疫情下妇科肿瘤手术照旧“分秒必争”不停摆,1615,22,中性,15
封控一个月后第一次走出小区，他们忙了些什么,1354,22,中性,23
居家不出门电话问医生沪上医院专科专病咨询热线扩容至19条,1733,21,中性,16
“理象国”为上海5103位老人和残障人士捐赠食品,1232,21,正面,24
上海疫情下，志愿者的坚持让我们看到一束光,924,21,负面,6
4月新造车排位赛再生变,1824,20,中性,16
暖心守沪|普陀医生全力守护，4名低体重新生儿重获新生,758,20,正面,6
团购加价，87元的大米160元销售上海公布涉疫价格违法典型案例,1805,19,负面,17
今日论语｜亲，还没到放飞的时候,1353,19,中性,25
上海115家方舱医院涉疫垃圾实现应收尽收,823,19,中性,7
同仁医院的这群“病毒猎手”，是这样工作的,808,19,正面,8
万人“帐篷”方舱是如何运转的,2232,18,中性,6
上海外滩事件观察：上海救助中学生的那些事儿,2222,18,负面,7
上海松江基本清零区，正常生活谨慎地渐行渐近,1643,18,中性,17
至5月1日，联华股份旗下世纪联华、华联吉买盛复市达100%,1213,18,中性,26
闵行推出复工复产线上申请平台，超市、电商、药品、餐饮4类企业可申请,838,18,中性,9
特斯拉一季度日进超2亿马斯克放话收购可口可乐,2100,17,中性,5
3人、5小时、110份药物这支“配药小分队”守护居民的药罐子,1956,17,正面,18
浦东5个镇社会面基本清零，一起来看防范区居民昨天出门都干了些啥,1519,17,中性,12
聚焦外卖配送安全，黄浦警方加大街面巡查力度,1404,17,负面,13
上海一女子拒绝调岗，却遭公司开除，法院这样判,1403,17,负面,14
从科技防疫到数字经济，上海联通彰显硬核实力,1343,17,正面,27
快递消毒很重要，关注三个重点环节,1023,17,中性,26
家门口的便民核酸采样点陆续启用,825,17,中性,10
上海警方破获一起涉疫敲诈勒索案,1903,16,负面,19
“疫”线动态|崇明全区217个常态化核酸采样点即将全部向公众开放,1747,16,中性,18
把活人拉去殡仪馆是什么操作？,1723,16,负面,19
封控小区水管总闸损坏，“维修大白”紧急上线,1429,16,中性,15
三元路近城中北路一店铺发生火灾幸无人员伤亡,1403,16,负面,16
视频｜为孕妇开道、送孩子回家，中转站里的温暖“警”色,1314,16,正面,28
上海方舱里的一份备忘录让人泪目：“他们想吃一碗热面，我想让他们平安”,1200,16,正面,29
有一种温暖叫“邻里力量”！,825,16,正面,11
明知阳性还翻墙外出，一男子被立案调查！,810,16,负面,12
一夜醒来“随申码”怎么变黄了,803,16,负面,13
8点见强制员工五一加班？中青宝致歉,755,16,负面,7
常按肚子这一穴，体重哗哗往下掉，腰上不长赘肉，神了,630,16,中性,8
4月造车新势力交付量无一破万,2219,15,中性,8
应“疫”而动，疫情期间法律适用问答电子书上线,2116,15,中性,6
上海发布配送寄递人员“电子通行证”申请流程,1852,15,中性,20
这个最具“上海气质”的行业，疫情正在改变它的基本盘,1757,15,中性,20
你手上的现金，够养活自己18个月吗？,1737,15,中性,21
5月1日起执行新标准，人伤赔偿城乡同命不同价将成历史,1734,15,中性,22
青年大学习|争做改革开放的“弄潮儿”,1438,15,中性,17
全区1972名配送寄递人员，已全部落实“一核两检”,1429,15,中性,18
上海防范区市民：有人拎3个袋子“扫荡”超市，有人爱活蹦乱跳的鱼虾,2320,14,中性,9
上海线下零售店恢复营业现场：营地车售罄、客单价翻倍、客人要符合这些条件,1848,14,中性,21
阳性楼老人半夜摔倒，居民家中失火上海居委书记：人命关天，我们没有退路,1616,14,负面,23
上海金融纾困助企22问,1544,14,中性,19
深化“专项行动”筑牢屏障，金山区创建“无疫小区、无疫村组、无疫企业”,1534,14,正面,20
全国五一劳动奖章获得者张方明：做一名服务路上的“铁人”,1429,14,正面,21
帮照顾老人、为居民理发这个小区的志愿者为邻居排忧解难,1413,14,正面,22
