title,time,hot,emo,count
新增914+25173，上海再辟谣！,805,2361,中性,1
上海划定首批“三区”名单,1206,1733,中性,1
梁万年：“动态清零”是上海抗疫最佳方案,929,1315,中性,2
上海市民政局：确保属地不阻拦、不拒绝出院和解除医学隔离人员,1107,1032,中性,1
上海警方凌晨通报！,1115,600,负面,2
上海专家回应：研究表明核酸复阳者没有传染性,1546,348,中性,1
致第一批解封的上海市民：防范区，千万别当成“放飞区”,1859,306,中性,1
别乱吃！“连花清瘟”不是新冠预防药,1239,302,中性,2
上海：启动创建无疫小区活动,1621,301,中性,1
上海警方：“小区业主殴打江苏医疗队队员”为误传,1048,284,负面,3
上海有“黑快递”为了赚钱核酸造假,1802,253,负面,2
上海抗疫的科技力量,452,219,中性,1
“四叶草”方舱医院部分区域完工交付“每个管道的布局都要精心设计”,1346,216,中性,3
面对只有1例重症，上海对感染者的救治策略是什么,1336,210,中性,4
高校师生守“沪”在行动,1417,206,正面,2
社区团购蔬菜套餐缩水被查处，仅有1根莴笋2只番茄3棵青菜,915,198,负面,3
同心协力 共同战“疫”,1337,195,正面,5
夫妻同当志愿者 坚守岗位服务居民,1345,192,正面,6
支援上海 河南有“心”,1557,188,正面,3
上海海陆空集疏运扫描,1515,186,中性,4
上海一居民熬汤时外出忘关火引火灾,1430,184,中性,5
上海从严落实防控举措 各地驰援抗击疫情,1030,184,中性,4
一线丨亲子方舱里的绘本、纸笔和“双人床”,1415,178,中性,6
为保证封控小区干净清洁他们起早贪黑默默奉献,1030,177,正面,5
浙沪医疗队携手成功转运一早产孕妇,1014,170,中性,6
四问当前上海疫情：抗疫最佳选择是什么？,2057,169,中性,1
解密最大方舱最难施工系统,1054,166,中性,7
上海封控期，口岸人员凭“白名单”逆行，海关首批增援关员透露港口真实状况,2110,164,正面,2
百人拧成一股绳携手抗疫一条心,1549,163,正面,7
黄浦公安：这“医”路，让我们一同守护！,1350,161,正面,7
提醒：社区防疫工作者，穿脱防护服须规范,1413,160,中性,8
无私的爱汇成抗击疫情的暖流,1350,157,正面,8
在上海普陀他们与30位老人一起静待“疫散花开”,1416,156,正面,9
瑞金医院感染科专家：新冠治愈者不具传染性,1348,151,中性,9
上海：社区团购不得在标价之外加价出售商品,1038,147,中性,8
疫情防控期间，这六个反诈公式要牢记！,1313,146,中性,10
一辆车查验通过耗时30秒，严格防疫下入沪高速道口畅通,736,146,中性,1
上海严打网络圈群涉疫造谣行为多个群组被封停,1103,144,负面,9
守护“四叶草”上海消防力量进驻最大方舱医院,2115,142,正面,3
上海“亲子方舱”获社会各界“疼爱”，第一批孩子有望下周出院,1222,135,正面,11
崇明老师这样关爱初高三的学生,1354,134,正面,12
目前感染人数较多方舱医院在收治和管理方面有什么要求,1300,134,中性,13
五方面看上海抗疫“保供”,2039,132,中性,4
警企携手用“爱心专车”送就医群众回家,1031,131,正面,10
探访上海抗疫一线：核酸 消杀 物资发放,1242,124,正面,14
面对奥密克戎，我们为什么不能“躺平”？,810,122,中性,4
这些涉疫情视频，都是谣言,1031,120,负面,11
奥密克戎不是“大号流感”！,2000,119,中性,5
“三区”划分后快递、保供等人员如何加强防疫措施,1201,118,中性,15
上海方舱医院暖心事：“大白”背上自制手绘包“舱友”心愿墙上抒心愿,1057,116,正面,12
上海高速公路临时设置5处集卡车辆专用服务区,1520,115,中性,10
上海一社区书记凌晨发文辞职，居民万言挽留,1522,107,负面,11
在喜欢创造的用户眼里高合是一个什么样的品牌,1025,99,中性,13
网警“奔现”，守护方舱医院,1720,97,正面,2
上海海港退出2022亚冠联赛,1720,91,中性,3
网传核酸码数据不全，昨天上海核酸检测全部白做,910,91,中性,5
上海就4月11日12时后有关交通安排发布通告,1236,90,中性,16
方舱里的心愿墙：待疫散花开我们去吃遍四海吧！,1623,86,正面,4
上海党员民警在抗疫一线充分发挥先锋模范作用,928,86,正面,6
特斯拉申请超级充电商标被驳回,1612,79,中性,5
CBA综合：四强球队全部产生广厦携手上海晋级,937,77,中性,7
员工阳性上海最大家用氧企业停产,907,77,中性,8
郎咸平回应母亲因防疫延误救治去世：希望悲剧不要再发生,1536,75,负面,12
“动态清零”是以人为本，也是最佳选择,1649,74,中性,6
视频｜上海抗疫第一线活跃着一群95后大学生志愿者,2112,70,正面,6
国家移民管理局指挥侦破骗办签证非法入境案,351,69,负面,1
疫情下，上海一些重要行业运行情况扫描,1529,68,中性,13
云端上课 隔屏有爱,813,67,中性,9
“上海方舱小学”开课啦“大白老师”开讲堂,1954,66,中性,3
疫情期间能否要求减免房租,1024,64,中性,14
做好保运保供后勤美团新增近百个爱心酒店、室内场所提供免费住宿,1550,63,中性,14
“团长”货到了，日常预防消毒怎么做,1908,62,中性,4
铁路公安全力确保到沪生活防疫物资运输安全,752,58,中性,2
上海松江批捕一起涉嫌侵犯著作权罪案,706,57,负面,3
消毒湿巾，你用对了吗?,1114,54,中性,15
阳光城：未能足额偿付“20阳光城MTN002”本息合计7.86亿元,2045,49,中性,7
离职潮涌现！多位明星基金经理转战私募,1700,49,中性,7
上海1.1万治愈者回家，作为邻居安全吗,845,49,中性,10
张庭夫妇TST庭秘密被认定为传销,809,49,负面,11
00后勇挑上海抗疫重担,612,48,中性,4
梁万年：新冠感染者为什么不能居家隔离 ？,1330,45,中性,17
上海1万多名感染者已出院,815,45,中性,12
特斯拉一季度销量突破18万辆创新高上线自助提车减轻疫情影响,1631,44,中性,8
上海乐扣乐扣销售不合格产品被罚,1450,44,负面,15
短评：为了人民，挺身而出,826,44,正面,13
新华时评：中国仍将是全球产业链供应链中的“稳定器”,2146,43,中性,8
上海虹桥站临时调整进站通道,1503,43,中性,16
上海一居民区书记遭误解欲辞职，后续很暖心,1838,41,负面,5
最高法发布老年人权益保护第二批典型案例,2021,40,中性,9
新华全媒+丨“四叶草”工地上的新婚夫妻,2217,39,中性,1
3月以来券业共领22张罚单，这三大业务是重灾区,1551,39,中性,17
吴凡：为什么不能“躺平”？有这五点原因,700,39,中性,5
新华全媒+丨上海方舱里的救治与生活,2135,38,正面,10
CBA半决赛前瞻：辽粤恩怨结局难料沪浙之争师徒斗法,2117,38,中性,11
多家商业网站平台就打击涉疫情谣言发布公告,2036,38,负面,12
新鲜早科技丨“清朗·2022年算法综合治理”专项行动启动,1055,38,中性,16
上海新增2.5万例，但我更想说说那个悄悄“清零”的地方,1920,37,中性,6
从“团长”到“大白”：上海台胞抗疫故事,1843,35,正面,7
1164+26345，梁万年：不能把当前疫情视作“流感化”,1220,34,中性,18
时隔5年，71岁王石再“出山”,2027,32,中性,13
急于脱单？当心这些以爱为名的骗局,1132,32,中性,17
上海分批封控，如何缓解“抢菜焦虑”,932,31,中性,14
上海重点保供企业正在演绎“复工进行时”，“一人食”外卖竟也可以订了,818,31,中性,15
这些工人建过火神山 又来建上海方舱,1345,30,中性,19
11家公司年报被非标诉讼争议、持续经营能力等成主因,709,30,负面,6
“加入400多人的团购群，仿佛进入了另一个世界”,1821,29,中性,8
团购物品如何安全处置,1412,29,中性,18
守沪·企业在行动｜苏宁易购近300万件商品紧急调配入仓,1811,28,中性,9
货车司机上海漂流记,1340,28,中性,20
疫情防控要坚持群众路线！,920,28,正面,16
给老人送菜的上海物流司机：讲讲这20天来我经历的一切,1807,27,正面,10
核力抗疫|沪发布各级中医医院中医预防方药用药指导热线,1527,27,中性,19
应对疫情的10条心理疏导短片,915,27,中性,17
汇添富再上榜单，固收类大型基金公司十年业绩前三,800,27,中性,18
上海加速建立区级方舱 逐步完善收治条件,617,27,中性,7
上海抗疫观察|封控下上海血透病人如何顺利就医,1229,26,中性,21
各区抗疫保供渠道一览（附联系方式）,1130,26,中性,18
上海凯宝最新公告：参与广东联盟清开灵等中成药集中带量采购拟中选,2041,25,中性,14
上海海港退出亚冠联赛，山东泰山、广州队都将派青年队参赛,1417,25,中性,20
烧不来有点浪费”业主群里一条信息收到大量回复，内容出乎意料,1227,25,正面,22
上海安徽方舱医院里有支61人的医患互助志愿服务队,1224,25,正面,23
沃尔玛六十多位外省实习生的上海叔叔,1202,25,中性,24
疫情防控志愿者不可不知的法律问题,0,25,中性,1
新能源车上月销量可观，背后还有这个原因,2115,24,中性,15
中医药对新冠肺炎的疗效怎么样,1025,24,中性,19
上交所：进一步提高科创板保荐工作质效,234,24,中性,2
顺丰控股一季度同比扭亏净利润将超9.5亿元,2258,23,中性,2
上海副市长哽咽道歉：疫情汹涌，背后还有哪些我们不知道的,1514,23,中性,21
奉贤区居民物资保供告知书,1817,21,中性,11
股市遭黑色周一：超4000只下跌，创业板新低,1756,21,负面,9
方大集团捐赠价值2000万元物资支援上海疫情防控,1705,21,正面,10
必须给你竖个大拇指！四叶草方舱医院建设现场他几乎失声,1530,21,正面,22
防奥密克戎，医用口罩作用不大，必须N95,1412,21,中性,23
一路绿灯！多批防疫和生活物资运往上海,2028,20,正面,16
上海：杨浦4座移动方舱核酸检测实验室启用日检测能力达4万管,1914,20,中性,12
帮助孕妇就医、无人车送货守“沪”这座城，TA们在行动,1744,20,正面,11
“1000米”专人对接，“100米”优化配送,1744,20,正面,12
一位二胎妈妈的抗疫日记,1658,20,正面,13
干好这件事，百姓才有信心和力量,1651,20,正面,14
“90后”姑娘核酸阳性确诊后，担心被邻居歧视，结果出乎她意料,1412,20,正面,24
新民快评｜别把志愿者变成“不愿者”,1124,20,正面,20
一招自测小腿外翻,1100,20,中性,21
永辉超市：上千人连续30小时分装打包送物资我们为什么被打,1047,20,负面,22
驰援上海！江西6万剂中药来了,1032,20,正面,23
独家对话南方基金史博：现在正是逆向投资的好时候,812,20,中性,19
盘前有料丨京东、饿了么：全力保供上海，3新股今日申购重要消息还有这些,809,20,中性,20
“微商女王”张庭的TST被没罚款逾2000万,530,20,负面,2
豫沪携手同心抗疫丨上海加油,1821,19,正面,13
宾酷网络终止创业板IPO保荐机构为中信证券,1707,19,中性,15
工人高坠昏迷无核酸报告上海医生争分夺秒开颅动手术,1703,19,负面,16
网友点赞上海民警“教科书式执法”，这位80后社区民警喜欢样样事情冲在前,1454,19,正面,25
闵行区政协抗疫突击队半小时成团进驻“重点涉疫村”,1113,19,正面,24
上海规定四类人员3月至4月公积金不作逾期处理,930,19,中性,21
对接老人需求、解决最后100米配送虹桥万博的“团购工作小组”深受居民欢迎,907,19,中性,22
儿子刚去世，她连个水杯都没带就进了方舱,2238,18,正面,3
两副眼镜凸显沪皖情深：援沪医护、上海民警互道谢谢，齐呼“上海加油”,2036,18,正面,17
一场场接力的背后，是他们的全力以赴,1744,18,中性,17
抗疫日记｜我们是在与病毒赛跑，24小时检测不停歇,1737,18,正面,18
上海推出核酸检测平台，日检测量最高可达9万人次,1404,18,中性,26
除了捐赠紧急物资这家上海互联网企业还为生鲜商户搭建小程序商城,1226,18,正面,25
4月10日0时至24时我市新增新冠肺炎病例及轨迹情况,1213,18,中性,26
别让键盘一再成为伤人利器,1200,18,负面,27
详解丨口罩戴与不戴，差别竟这么大,1124,18,中性,25
让党旗在抗疫第一线高高飘扬,1041,18,正面,26
再出征｜驰援上海 天津增派中医医疗队,1016,18,正面,27
CBA季后赛决出四强 半决赛明晚开打,927,18,中性,23
CCTV-1 秘境之眼 丨神秘值拉满！传说中的天马原来是它 ,923,18,中性,24
上海不接收上海50% 以上的病人只能开药,2104,17,负面,18
现场直击：第一批“解封”的上海人，今天出门干了啥,1859,17,中性,14
因疫情意外走红，一名闪送员的自白,1842,17,正面,15
上海这个小区大学教授当团长，22页团购指南火了,1720,17,中性,19
认养1头牛58.8元认养1头牛纯牛奶,1636,17,中性,20
新尚｜“宅家”是一门学问13：新科技“无接触配送”,1452,17,中性,27
银联商务与上海文化产权交易所签署合作协议,845,17,中性,25
”社区居民挺身而出，成为一座“供应站”,830,17,正面,26
来看！他用镜头记录下春天里最可爱的人,828,17,正面,27
喉咙哑了也要坚持这一夜，大学路很温暖,2217,16,正面,4
”上海一护士家属：三年里，亲眼见证妻子白发越来越多,2209,16,中性,5
上海封控小区出现“爱心货架”：蔬菜、酸奶、自嗨锅等统统免费，更难得的是|睡前分享,2200,16,中性,6
上海市市场监督管理局关于新冠疫情期间食品生产经营者加强食品安全管理的通告,1800,16,中性,16
“码”上买菜，银联商务SaaS产品助力上海社区数字化战“疫”,938,16,正面,28
封控期间，他们这样保障居民就医,828,16,中性,29
人民日报调查部分员工：我缺课多次用ipad、钢笔与同事合管、自查胆肥,2240,14,中性,7
上海退役老兵组建抗疫志愿队,1149,14,正面,28
乘联会崔东树：上海等地疫情对汽车生产带来直接影响，料构成20%的损失,1511,13,中性,28
新世博方舱h1的恐怖细节,1119,13,负面,29
延时视频看上海规模最大方舱建造过程,732,12,正面,8
奥密克戎只引发轻症的说法对吗？,1633,11,中性,21
饿了么换电服务专利公布 方便用户快速决策,1355,11,中性,28
这份儿童防疫指南请收好,1145,10,中性,30
战胜大考，我们准备好了吗？,1018,10,正面,31
因为一顿饭，我被性骚扰了,942,10,负面,30
让魔都在“打怪”中升级,2115,9,正面,19
郎咸平母亲在上海去世：等待核酸报告过程中去世,1759,9,中性,22
集结“爱心车队”、解老人就医难题！走近“社区守护者”的日常,1536,9,正面,29
国家网信办处置19类涉上海疫情的典型谣言,1517,9,中性,30
危化品运输安全知识,1800,8,中性,17
新民微评：无奈的运动,1711,8,中性,23
"疫情无情人有情,“藏青蓝”用暖心守护平安",1710,8,正面,24
怒江州开展危化品槽罐车实地教学活动,1621,8,中性,25
居家隔离期间这些事情忽略不得,1516,8,中性,31
平凡天使 火焰蓝守护平安 ,1056,8,正面,32
上海新国博方舱首批700多患者出院,1001,8,中性,33
90后退伍军人化身奶粉骑士：帮助小宝宝我很快乐,939,8,正面,31
无视防疫规定业主强闯小区，突发疾病竟状告物业,904,8,负面,32
