title,time,hot,emo,count
上海不得以等待核酸结果为由拒绝患者,1141,804,中性,1
上海本土新增“3200+19872”,928,713,中性,1
上海近两天超2万人走出方舱,1114,506,正面,2
“共享菜篮”给有需要的人,1607,382,中性,1
上海现280元一份蔬菜套餐？立案调查！,1638,362,负面,2
出现阳性感染者楼栋如何消杀,1758,306,中性,3
境外公司谎称调研窃取我国高铁数据,1542,290,负面,1
上海高校积极落实各项防控举措全力守护师生安康、校园安全,1607,289,正面,4
上海将对疫情期间哄抬物价依法追究刑事责任,2320,266,中性,1
上海严厉打击社区团购价格违法行为,1539,263,中性,2
快递员外卖员奔忙保供一线,1546,246,正面,3
号称全城配送蔬菜，收钱后解散群，上海一男子被警方抓获,1020,244,负面,3
上海对养老机构从严从紧加强管理最大程度防范院感风险,2158,242,中性,1
上海：密接人员在集中隔离场所原则上实行单人单间,1030,238,中性,4
新华全媒＋丨新一代火眼实验室在上海建成并投入运营,1721,211,中性,5
全力保障援沪物资运输上海铁路部门推出“五优先”,1800,210,中性,1
上海海关再推通关保障措施护航产业链供应链安全畅通,1634,208,中性,6
“守沪者联盟”丨国家会展中心（上海）方舱医院首批患者出舱,2039,200,中性,2
国际社会关注上海疫情：“动态清零”符合中国国情,2115,197,中性,3
“我在方舱医院教数学！”,1210,197,中性,1
疫线快评｜呵护特殊人群，是一道必答题,2057,193,中性,4
虹口市场监管局36小时“打通”保供通道,1128,190,负面,5
他们在上海送菜，从凌晨到凌晨，一天几万斤,1659,187,正面,7
人民来论：流动的温暖筑成众志成城的抗疫防线,1855,185,正面,2
长三角“后援团”协同上海“抗疫”,1430,185,正面,4
上海：社区干部和志愿者的坚守,1918,184,正面,3
访上海产业链应急保供杭州中转站：“无接触”下货通浙沪,1757,180,中性,8
上海一政协委员注册骑手送药：送完第一单，眼泪打转,1233,179,中性,2
上海徐汇核酸检测气膜实验室单日检测量10万管,1250,172,中性,3
为了守“沪”，那些“不回家”的人,908,172,正面,2
上海新冠抗原检测试剂获批上市,816,167,中性,3
民警骑电瓶车，为养老院购来200多盒“救命药”,1531,166,正面,5
100个“无接触”配送机器人在上海方舱上岗,1440,163,正面,6
守“沪”有你！万人小区背后的默默坚守,1011,162,正面,6
一起守“沪”|快递员、志愿者通力合作，打通物资配送最后一公里,1947,160,正面,4
一起守“沪”|“遇到危难时刻，我就会挺身而出,1130,160,正面,7
上海新国博“亲子舱”床位扩容，床位将超过1300张,1100,160,中性,8
高温下配送物资滴汗成水已是日常,937,159,正面,4
为了配药路的顺畅，他们在行动,1654,155,中性,9
上海：这里的“蓝色骑士”打通居民物资运输的“最后一百米”,1732,154,正面,10
上海科技馆线上科普助力市民战“疫”,1735,151,中性,11
疫情下的“团长”们：为自己带一份，也为大家带一份,1050,151,正面,9
周围有“阳”楼，病毒会飘进我家吗,1136,150,中性,10
上海推进零售药店“应开尽开”，加快建立药品配送“绿色通道”,1655,148,中性,12
全力保障上海港畅通运转以推动有关冷库复工复产,1043,148,正面,11
一份药香，一丝暖意，一份担当，尽己全力~来自青浦方舱的故事,1642,143,正面,13
上海嘉定回应取消所有快递,2209,141,中性,2
新冠病毒不是“大号流感”，感染后哪些人群更易重症化,1647,139,中性,14
这一双双被汗水浸泡到发白起皱的手，是他们的,1054,135,正面,12
为了配药这件事这个社区整理出了一份参考答案,2116,134,正面,5
最新！各地最低工资标准公布！,1757,130,中性,15
奥密克戎毒株“物传人”概率有多大,2228,128,中性,3
