title,time,hot,emo,count
上海已累计排查到在沪密切接触者78人，密接的密接199人,1615,1482,中性,1
转发周知！国内航线燃油附加费有变化,1952,427,中性,1
这些新规，3月1日起实施,821,321,中性,1
“征信修复”？别信！,1740,313,中性,2
教科书式反诈，必看！,845,162,中性,2
地下挖出钱上海警方侦破案值过亿元诈骗案,2004,157,负面,1
两男子往火锅里放刀片敲诈：本想来上海打拼，结果动了歪脑筋,2058,150,负面,2
一图读懂《上海市预防未成年人犯罪条例》,1943,146,中性,2
上海暂停跨省团队旅游及“机票+酒店”业务,2232,116,中性,1
民航局对三个入境航班发出熔断指令,1153,92,中性,1
人民法院服务保障自由贸易试验区建设典型案例,1643,90,中性,3
无症状感染者为何近期连续出现？专家解答,1715,88,中性,4
上海一女子遇诈骗去银行转账为儿子减刑 ，银行拦不住报警求助,902,80,负面,3
保险系私募股权基金遭遇“七年之痒”逾两成已清算,854,78,中性,4
上海：播出吸毒人员代言广告最高处广告费5倍罚款,1856,75,中性,3
虹桥国际开放枢纽:以长三角2%面积贡献近10%经济总量,1437,70,中性,1
韭菜、豆芽、保健食品3月1日起实施食品安全信息追溯,1733,69,中性,5
今天起，上海市2022年中考网上报名及信息确认开始,1842,67,中性,4
《市场主体登记管理条例》正式实施上海首家企业办理“歇业”,2106,64,中性,3
高铁深度检修 确保安全上路,859,62,中性,5
"spanclass=""title""积极探索体现素质教育导向的作业设计/spanspanclass=""btn-audio""/span",831,59,中性,6
大型挖钱现场！上海破获一个亿特大诈骗案,1839,57,负面,5
月球“土特产”抵达上海助力我国月球与深空探测任务,38,57,中性,1
男主播假扮小姐姐混入女浴室,2000,56,负面,4
新国奥队渴望参加联赛“U21取代U23”现实吗,119,55,中性,2
9人东海伏季休渔期非法捕捞，法检“两长”同时出庭,1915,54,负面,6
上海市长兴岛开发建设管理委员会专职副主任顾佾被查,1846,54,负面,7
“上海方案”为资本市场深改添上重要一笔,854,51,中性,7
上海出台26条措施严打证券违法活动,854,50,中性,8
上海国际金融中心建设再添“新兵”,1325,49,中性,1
韵达股份与阿里云签约合作，成立智慧物流数据库创新应用中心,1638,48,中性,6
发力移动智能终端，上汽成立超万人规模“创新研究开发总院”,422,46,中性,1
苏州河桥加装电梯第一例恒丰路桥电梯今起试运行,1355,45,中性,2
兴业银行私人银行专营机构正式开业,1630,44,中性,7
瑞芯微：上海武岳峰、北京武岳峰亦合拟合计减持不超2%股份,1542,44,中性,2
上海城市森林生态国家站首日开放,2025,42,中性,5
老婆要离婚男子迁怒母亲将其打骨折 法院：构成故意伤害判10个月！,1603,42,负面,8
官方：吴金贵回归担任上海申花主教练,1310,42,中性,3
科学素质纳入中小学生综合素质评价,855,41,中性,9
1000名设计师一起为乡村做公益设计把本土特色融入农产品包装,1910,40,正面,8
徐汇13万未成年人今起有了新“守护神”,2122,38,中性,6
遇到这种“套路”，一定要避开,853,37,负面,10
3月3日起，这个“神器”将在南浦大桥等地启用,756,37,中性,1
莘庄正规电脑维修、家电维修、手机维修、开锁修锁等服务，预约方式一览,1820,36,中性,9
川沙地暖清洗服务推荐，附注意事项及预约方式,1830,35,中性,10
中美已建立50对友好省州和233对友好城市关系,1,34,中性,3
公司可以向劳动者收取保证金或扣押证件吗,1132,33,中性,2
浦东新区举行家庭文明建设表彰活动,2002,32,正面,7
“上海公报”体现的重要精神，今天依然有效,630,32,中性,2
上海普陀区文化场馆今天起暂停开放,1502,31,中性,3
新业有新规剧本杀要“按规矩来”2022-03-0112:55北京青年报,1255,31,中性,4
情侣吵架女子开窗跳楼被困,2145,30,负面,8
女子2岁出现黑斑息肉摘了又长 28岁才被确诊,1655,30,中性,9
2万亿金融巨头设重要子公司，定位布局、组织架构全解析,1654,30,中性,10
因新增资本认购纠纷极兔速递持有百世快递千万股权被冻结,1010,30,负面,3
在华美商界人士：美中仍有合作空间愿与中国市场共赢,1008,30,中性,4
年内券商IPO承销收入49.6亿元同比增61%,917,30,中性,11
排队3小时，黄牛叫价150元一杯，蓝瓶咖啡能火多久,1743,29,中性,11
中远海运与上港携手开启浆纸供应链新模式,1506,29,中性,4
把全区建成一个“大公园”,1402,29,中性,5
产业经济现四个破万亿上海加快布局新赛道,1056,29,中性,5
检察官354天证罪之旅,1015,29,负面,6
警惕！18岁模特为控制体重不喝水致脑梗,939,29,中性,12
法院发《告知书》：离婚了也要管好娃,1730,28,中性,12
小电科技裁员，共享充电宝的焦虑落地？,1900,27,中性,11
上海联通助力多所高校入选工信部教育部“5G+智慧教育”应用试点,1707,27,中性,13
上海闵农商业管理有限公司总经理赵滨被查,1337,27,负面,5
上海市第二中级人民法院立案庭一干部涉嫌严重违法接受监察调查,1330,27,负面,6
推动期现深度融合助力钢铁行业高质量发展,1057,27,中性,7
新加坡媒体：中国的虚拟偶像登上大舞台,630,27,中性,3
让电子烟远离未成年人的生活，“宝”护专项行动启动,1943,26,中性,12
上海这所大学新增24小时学习空间，一座难求,1656,26,中性,14
中华企业：拟公开挂牌转让春日置业50%股权及相关债权,1654,26,中性,15
这个大会让历史照耀现实，照亮中美前行路,1335,26,中性,7
11.4万条电话号码被用来拉人涨粉有人入群被骗390万,2234,25,负面,2
“明灯”定制“营养餐”科普配送进校园小记松江供电公司“小松电学堂”,1852,25,中性,13
不满女友给客户敬酒，男子将女友踢到满脸是血致轻伤被批捕,1828,25,负面,14
上半年170家房企约1809亿元债券到期3月占比超三成,1445,25,中性,6
拿到执医证第一次救人95后医学生成为上海第557例造血干细胞捐献者,827,25,正面,13
让机器人学会打冰壶有多难？,820,25,中性,14
留学生将护照借给他人入境获取报酬，两人分别被上海海关查获,2239,24,负面,3
促进青少年健康成长，这个区各校配备1名法治副校长和1名校外法治辅导员,2101,24,中性,9
上海120：以“上车即入院”守护群众健康，架起生命的桥梁,1746,24,正面,16
关乎你的钱袋子，个税年度汇算今日启动,1308,24,中性,8
商品价格波动加剧QDII基金掀起炒作潮,657,24,中性,4
上海最大氢能供应基地将于8月开建,1938,23,中性,15
中坚科技：控股股东拟协议转让5%股份,1906,23,中性,16
110吗，船翻了，还有多人落水,1842,23,负面,17
创新型生物医药产业不断集聚,1646,23,中性,17
对毁绿种菜说不！宝山这里这样做,1206,23,中性,9
从失信被执行人到犯罪有多远？,957,23,负面,15
全球首家FILA斐乐品牌酒店将落户上海,2201,22,中性,4
极氪2月交付2916台累计交付12453台,2145,22,中性,10
成功抢购6瓶茅台却被商家取消订单，法院这样判,2046,22,中性,11
中国一重签订普锐特巴西盖尔道2200毫米炉卷轧机改造项目订单,1850,22,中性,18
浦东金桥2021年总营收46.17亿同比增长28.5%,1704,22,中性,18
花旗成为支持上海自贸区临港新片区高水平开放试点的首家外资银行,1531,22,中性,7
弘扬航天精神，展示中国风采“神十二”搭载国旗入藏国旗教育展示厅,1357,22,正面,10
"spanclass=""title""社区书院“样板间”打造十五分钟科普生态圈/spanspanclass=""btn-audio""/span",954,22,中性,16
多家券商资管出手自购旗下产品,739,22,中性,5
“盛世美颜”，危险边缘,720,22,中性,6
开学季，这个宿舍就“火”了！,717,22,负面,7
“最严”禁烟令实施五年，行政处罚率下降近六成,2102,21,中性,12
“2021个税综合所得年度汇算”今天开始,1800,21,中性,19
为中国制造点赞，让工匠精神传承《潮童天下》最美奋斗者子女专场,1615,21,正面,19
浦东金桥业绩快报：2021年净利同比增长46.51%,1608,21,中性,20
