title,time,hot,emo,count
上海闵行区3名干部因疫情防控不力被处理,1812,2408,负面,1
上海最新通报！将进行阶梯式管理,1240,1359,中性,1
上海市副市长宗明哽咽感谢市民和一线防疫人员,1123,466,正面,1
延时视频看上海规模最大方舱建造过程,2108,385,正面,1
上海：痊愈感染者已产生抗体 目前没观察到造成传播的案例,1228,349,中性,2
上海：坚持“动态清零”总方针从严从实开展防控,1717,320,正面,1
今天上海全市开展抗原检测,917,300,中性,1
中央企业调集力量、众志成城全力以赴助力上海方舱医院建设,711,296,正面,1
超标60倍！知名酸奶品牌被查处,1054,261,负面,2
上海已建成方舱医院100多个，床位数16万多,1052,207,中性,3
疫情防控期间，这六个反诈公式要牢记！,1114,192,中性,4
大米、牛奶、防护服多地物资驰援上海,1806,186,正面,2
上海一高校回应为留学生过生日：“真诚道歉”,915,183,负面,2
抗疫一线中的党员故事|党员医护们亮身份冲锋在前，精气神会感染人,1645,179,正面,2
上海杨浦推出全力抗疫情助企业促发展15条政策措施,1449,176,正面,1
白婚纱变防护服带着新郎一起抗疫,1424,168,正面,2
张文宏：与奥密克戎作战，一块拼图都不能少,1204,164,中性,3
奉贤交警“打造”上海全市首个服务区核酸点,1545,160,正面,3
社区医生身兼数职保障居民用药需求,2018,156,中性,2
封控区居民断指民警护送就医成功保住手指,1412,152,正面,4
上海：阳性感染者中药使用率保持在98%以上,1116,151,正面,5
热评｜谣言止于智者 更止于共治,211,148,负面,1
光明时评：“人民至上、生命至上”不是一句口号,1439,146,正面,5
上海实施全域静态管理以来，长三角出口通关不停,1646,145,中性,3
疾控专家孙晓冬：奥密克戎绝非大号流感，必须坚守“动态清零”不动摇,1537,145,中性,6
如何开展重点场所预防性消毒,1450,143,中性,7
上海600余名增援民警24小时驻守方舱医院,1018,142,正面,6
上海继续开展抗原检测或核酸检测各区级方舱已建成交付2.1万张床位,1417,137,中性,8
一对上海抗疫夫妻的爱情：三分钟偶遇，几句问候，一张合照,1646,135,正面,4
奥密克戎绝非大号流感,1502,135,中性,9
31省份新增1334+23737，上海确诊首次上千,926,135,中性,3
90后退伍军人化身奶粉骑士：帮助小宝宝我很快乐,1716,132,正面,5
在上海被多次转运的新冠阳性卵巢癌病患已入院治疗,1734,130,负面,6
在网络圈群造谣，这不是恶作剧，这是违法,1437,126,中性,10
上海街头，年轻辅警这样护佑流浪小狗,1757,125,正面,7
封控持续配药难，邬惊雷：已抓紧对接物流平台尽快恢复运力,1030,125,中性,7
妈妈去支援上海，女儿一个动作破防了,737,125,正面,2
这位曾患大病的“小巷总理”仍咬牙坚持在一线,1434,122,正面,11
外卖小哥自封“奶爸”上海全城配送奶粉尿布,1431,121,中性,12
新华时评|“动态清零”是真正的以人为本,1928,119,正面,3
4小时、4个街道、20多个小区他们将“迷路的蔬菜”送回了家,1505,119,中性,13
保障上海血透患者就医需求，七天200名血透医护志愿者驰援,1757,118,正面,8
上海洋山港正常运行港口航运体系有序运转,1430,118,中性,14
我们为什么要努力实现“动态清零”,1629,117,中性,9
上海市大数据中心：对核酸码系统繁忙造成市民不便深表歉意目前基本恢复正常服务,2307,116,中性,1
上海好邻居：凌晨为居民分发物资，送鱼肉时多敲几下门，送蔬菜时只敲两下,1509,116,正面,15
“动”漫海报八方来沪“逆行者”奔赴上海增援抗疫,1556,111,正面,16
上海深夜送菜人：拉着上千斤菜送到凌晨3点,1132,110,正面,8
武警接管？大白配枪？上海连续辟谣！,1123,110,负面,9
“迷彩服”“蓝骑士”“疫线”志愿者“随时待命”,1724,109,正面,10
新华社记者多点直击上海抗疫一线,1738,99,正面,11
上海崇明岛花博园复兴馆方舱医院全部启用,1444,98,中性,17
上海警方：系自行离院，已送医收治,1458,97,负面,18
CBA综合：广厦、上海四分之一决赛先下一城,1003,97,中性,10
京东CEO徐雷称将尽最大努力支援上海,928,95,正面,4
上海一小女孩家人被隔离意外多了个居委“四妈”,1509,94,正面,19
天猫、聚划算上线“上海保供”会场，供应果蔬、食品,2051,88,中性,3
上海一小区核酸完给居民发白菜,1642,87,中性,12
上海：落实方舱医院等重点场所现场食品安全管理责任义务,2043,84,中性,4
实现动态清零上海“即查即转”如何进一步提速,1646,79,中性,13
骗办签证非法入境176人落网,1639,79,负面,14
重要提示：上海市民尽快申领核酸码 并截屏保存,1143,79,中性,11
最高法发布老年人权益保护第二批典型案例,1229,77,中性,4
多家银行在上海推出新措施,1502,70,中性,20
鉴于疫情防控最新情况，上海普通高校体育类专业统一考试延期,1447,69,中性,21
上海市副市长：上海蔬菜礼包如有遗漏将及时补上,344,67,中性,2
上海有人追120车摔倒？医院：患者出院未落实交通工具，已解决,1630,64,负面,15
美宣布“授权撤离”美驻上海总领馆人员，外交部回应,2313,63,中性,2
我与h7n9疫情生活中的日子,2101,60,中性,5
消毒湿巾能否杀灭新冠病毒？你用对了吗?,1421,59,中性,22
保持运转的浦东国际机场，一个“战斗堡垒”的坚守,1043,59,正面,12
断章取义、张冠李戴疫情谣言套路都有哪些,1041,59,中性,13
“你有一份文书待签收”上海今起可足不出户签收法律文书,1730,58,负面,16
钟南山：中国会在动态清零中逐步开放，但完全开放不适用,1211,54,中性,5
“四叶草”方舱医院部分区域完工交付,1553,52,中性,23
"疫情无情人有情,“藏青蓝”用暖心守护平安",1709,51,正面,17
他在上海超市住了32天：我的电话被当成物资紧急热线发出去了,1159,50,负面,14
这个“实验”要当心，有可能会令人终生难忘,1031,48,负面,15
微博清理上海疫情或引网暴信息4万余条,1029,47,负面,16
上海转运隔离人员已到达温州？假的,801,45,负面,5
