title,time,hot,emo,count
上海市互联网信息办公室：进一步查处网络圈群造谣行为,954,2174,负面,1
上海浦东新区3名处级干部因疫情防控不力被免职,1402,1110,负面,1
上海新增本土确诊824例无症状20398例,803,1056,中性,2
上海全力以赴“保供应”,59,431,正面,1
超标60倍！知名酸奶摊上事了,1703,338,负面,1
多措并举为群众排忧解难,1527,315,正面,2
阿里增调3000名一线人员保供上海,1022,302,正面,1
上海累计报告本土阳性感染者超13万例，有1例重型正在治疗,1014,296,中性,2
最高法发布老年人权益保护第二批典型案例,1540,261,中性,3
上海抗疫一线：直面急难险重，党员医护人员站出来,1037,257,正面,3
 旋风大白 ！ 大白滑轮滑给居民送物资 ,925,256,正面,3
上海：已交付4个市级集中隔离救治场所提供约38000张床位,1622,252,中性,2
大江东｜专访陈尔真：上海感染者日增两万，方舱能否满足需求,1523,202,中性,4
上海高通量全自动核酸检测平台获批上市,1506,202,中性,5
公共文化建设这十年：持续为群众幸福生活添彩,554,202,正面,1
严峻考验面前，没有旁观者,1149,195,中性,4
骗办签证非法入境 176人落网,1516,191,负面,6
上海60万平最大方舱加快建设中计划明起分批交付,1614,190,中性,3
上海全力以赴做好生活物资供应保障特殊人群需求,1133,185,中性,5
明天上海全市开展抗原检测,2258,181,中性,1
疫情防控要坚持群众路线,1320,178,正面,1
每个人发光发热 城市就有了万丈光芒,1059,178,正面,6
尽锐出战 以快制快：上海战“疫”进行时,1639,174,中性,4
爱的反哺，用30吨蔬菜做礼物,1357,173,正面,2
多架运-20降落虹桥机场！,1729,171,正面,5
特殊志愿者冲锋“疫”线残疾车变“运输车”,1110,165,正面,7
疫情当前 警察不退 上海：助老先锋队 纾困解忧人,846,163,正面,4
严惩造谣，拒绝传谣,1328,162,中性,3
曾全网刷屏的“落日余晖”爷爷，对上海医生说,1123,161,正面,8
普通人守望相助爱与温暖不断传递,922,160,正面,5
居委倒卖20万箱捐赠物资,1126,158,负面,9
迷彩绿、医护白成为普陀“疫线”最美风景,1647,155,正面,6
一群特殊的“逆行者”,1005,150,正面,10
上海方舱里拉小提琴的女孩，背后的故事更加温暖,1504,148,正面,7
上海临港气膜实验室建成可实现每日超100万人份核酸检测,1502,142,中性,8
奶制品、纸尿裤居家抗疫团购汇总更新,549,142,中性,2
上海受疫情影响公积金贷款不作逾期处理,2140,140,中性,1
落泪的书记：剑胆琴心护安宁,926,137,正面,6
核酸结果统计难？复旦博士生的操作火了,1016,133,中性,11
