title,time,hot,emo,count
上海新增994+22348！,831,1286,中性,1
浦东新区第一批“三区”划分名单,1147,599,中性,1
齐心协力，尽快实现社会面清零的目标,0,492,中性,1
上海以集采集配、保供套餐保障封控区、管控区民众生活物资,1325,464,中性,1
热点 | 上海再次辟谣，警方已介入,816,428,负面,2
上海做好方舱医院出院返家居民健康管理,1138,425,正面,2
上海“买菜难”如何缓解？,1005,393,中性,3
上海：保障精神障碍患者疫情防控期间用药需求,1040,334,中性,4
党旗飘扬在上海抗疫一线,1012,316,正面,5
商务部：联保联供机制显成效11省已累计向上海供应蔬菜1.8万吨,2038,295,中性,1
上海普陀集中购买分片配送打通物资配送最后环节,929,284,中性,3
人民生命安全和身体健康是疫情防控的第一要务,2046,257,正面,2
隔离产房里的“生命接力”,1139,232,正面,6
战“疫”超市坚守保供一线,2003,230,正面,3
新民快评 | “防范区”关键在防范,1650,216,中性,1
“夫妻档”志愿者并肩战“疫”,925,208,正面,4
3月以来本土感染者超32万例，预计上海新增感染者人数未来几日仍将处于高位,2119,205,中性,4
这位专家为邻居制作的科普文刷屏了,1129,199,中性,7
上门送菜、跑腿配药上海这个居民区守护万家灯火,620,198,正面,1
上海新国博亲子舱首批39位儿童患者出院,1046,196,正面,8
如何做好上海超市餐饮店等场所的防疫管理？,1405,193,中性,1
上海推动快递员返岗,1600,182,中性,2
上海：71.5万名党员向社区报到，24万个楼栋、队组建立党组织,1649,180,正面,3
100多斤的她，半个月送米3000斤,2012,172,正面,5
疫情之下邮政员工平凡岗位上默默奉献,1648,172,正面,4
上海一快递员自掏7万元给人买物资,1453,172,正面,2
“疫”样的春天，别样的春耕,1031,172,正面,9
商超、药店、餐饮上海部分商业网点恢复经营,1630,170,中性,5
上海奉贤：党群服务中心“变身”保供站,1457,170,正面,3
探访上海首批防范区：静止多时的街市动了起来,943,168,正面,5
科普漫画传递防疫知识援沪医疗队培训社区志愿者,1642,167,正面,6
上海战疫这些细节给人力量,1602,167,正面,7
守“沪”日志：志愿者组建30个团购群守住数千名老人的“菜篮子”,1037,161,正面,10
上海在临港打造“智能方舱”，近300位机器人“小白”上岗,1638,159,中性,8
“守沪者联盟”丨多措并举,1128,158,中性,11
光明食品集团辟谣网传暂停团购：菜肉米奶等都能团,1719,157,中性,9
独家直击：孩子眼中的方舱医院,853,155,中性,6
助老服务打通送餐“最后一百米”,1509,154,中性,4
“跑楼”志愿者助力“最后100米”,1510,147,正面,5
“优质的营商环境让外商投资更有保障”（见证·中国机遇）,1157,147,中性,12
上海宝山一村支书的抗疫承诺：尽最大努力，护村民健康,1241,145,正面,2
上海金山方舱医院5000余张床位急速搭建,1457,143,中性,6
