title,time,hot,emo,count
上海六院：确有其事，深感愧疚,743,2137,负面,1
守“沪”平安挨家挨户“扫楼”他们一直与病毒比速度,1614,361,正面,1
上海：中小学启动线上教学市民非必要不离沪,1822,350,中性,1
检察官354天证罪之旅,1625,315,负面,2
工信部开展APP侵害用户权益整治“回头看”通报14款存在问题APP,1425,205,中性,1
上海浦东：代接娃帮换药 民警用心解决群众困难,914,179,正面,1
上海静安一建筑工地起火,1641,155,负面,3
张文宏称疫情目前处于指数级上升初期,924,141,中性,2
划重点！敬酒后猝死，同桌人要担责吗？,1829,129,负面,2
在“2+12”的“12”期间能不能上班,1628,127,中性,4
上海2男子另辟蹊径抓娃娃被行拘 ：曾花上千元抓娃娃但收获不满意,813,115,负面,3
 男子深夜锯ATM机：想做点小生意,1015,111,负面,1
上海虹口公安：我们，一起守护！  ,1553,106,正面,2
离谱！上海一男子半年时间变卖67块窨井盖,1508,96,负面,3
上海多所高校启动校园准封闭管理,948,86,中性,4
保税LNG加注中国首单业务落地洋山港,1405,80,中性,4
315调查｜卧底天使之橙：“现榨橙汁”含剩果汁，卫生清洁漏洞多,1121,80,负面,2
女子倒卖金毛狗蕨被公诉！,1559,79,负面,5
上海卫健委：公布数据存在一定差异将继续及时发布病例信息,1534,75,中性,6
成功抢购6瓶茅台却被商家取消订单，法院这样判,1648,74,中性,5
非必要不离开！上海、深圳最新通报,832,72,中性,5
女子花170万遭无资质医美，机构因消费欺诈被判三倍赔偿,1605,69,负面,6
朱国萍代表：“小巷总理”眼中的全过程人民民主,1331,67,中性,1
上海将启动全市春季灭鼠活动，重点针对餐饮行业等加大检查力度,1132,63,中性,3
共享排队情况、在线开具证明上海市民巧用信息技术“战疫”,1733,61,中性,7
11万亿规模缩水近八成基金子公司待破局,901,61,中性,6
男子给15岁情人转账10多万 妻子起诉要求返还被驳回,2124,60,负面,1
吉野家门店因撕除临期产品标签被罚,1022,57,负面,4
“2022年春季促进就业专项行动”进行时，求职市民看过来,1422,55,正面,7
热爱数学，看数学书就像看小说 上海城管用道德经给全球数学竞赛出题,1359,55,中性,2
上海辟谣一小孩因不想上网课跳楼,1813,54,负面,3
当网络订餐的食物存在问题，消费者该如何维权？,1542,54,中性,8
网传“多地空气阳性”？真相是,911,53,中性,7
在家休息的民警救了高坠的老年邻居，棉被立功了,1838,51,负面,4
近期大宗商品价格剧烈波动，3家期货交易所多次提出风险警示,1438,50,中性,9
研究发现孕期补叶酸并非越多越好,1400,48,中性,10
“70后”赵嘉鸣空降上海成上海市委最年轻常委,2030,45,中性,2
“空中课堂”再升级，如何用好它，提升居家在线学习质量,1816,45,中性,5
高校封闭管理，无人机画面曝光,1533,45,中性,11
情痴还是法盲？男子求复合不成竟把前女友“绑”回家,2235,44,负面,1
网传上海多地户外空气检测阳性？假的！,600,44,中性,2
上海：所有建设工程实施“封闭式”管理,2106,43,中性,3
孩子们家中上网课，看护的老人不会电脑怎么办,1802,43,正面,6
上海：疫情防控中力保“准妈妈”母婴安全,1309,43,中性,3
上海市区至崇明部分轮渡航班今起暂停运营,1436,42,中性,12
险企“卖保险送礼品”两头不讨好“送”会被监管处罚“不兑现”会被消费者投诉,656,42,负面,3
住在三林，如何找到一个靠谱的木工、泥水工、电工、油漆工,1800,41,中性,7
小心“代办入学”型诈骗,1909,39,负面,8
人脸抓拍仍大量运行，业内人士透露95%售楼部都安装,2000,38,中性,4
千亿券商交易系统故障，短线资金被强行锁仓,2119,37,负面,5
组织考试作弊罪如何量刑？“单招考试”作弊属于情节严重吗？,836,37,中性,8
留下一句“江湖救急”，男子抢走金手镯跑了,1302,36,负面,4
无印良品生产不合格运动鞋被罚3万,1100,36,负面,5
闵行和徐汇交界处要建“隔离墙”,1041,36,中性,6
核酸检测医生是密接,1445,35,中性,13
人民城市背后的数字经济力“跨省通办”实现1637个分事项上海本地办理,1355,35,中性,5
315在即，上海海关公布去年进出口商品质量安全检验情况,1935,34,中性,9
打“低脂”“无糖”概念，曼可顿因虚假宣传向344名消费者退款,1809,34,负面,10
读懂上市公司报告财务报告系列课程第二期：财务报表初见,1527,34,中性,14
上海：提倡允许孕期及哺乳期女性灵活安排工作时间和地点,1101,34,中性,7
男子主动敬酒后猝死谁担责,928,34,负面,9
学生做化学实验受伤学校担责吗？,1524,33,负面,15
放弃百万年薪，女白领裸辞陪阿尔兹海默症母亲,1302,33,负面,6
TST庭秘密涉传被查后子公司股份张庭夫妇左手倒右手,659,33,负面,4
上海：新增感染者多在管控期间发现累计排查管控密接者1.1万人,1804,32,中性,11
微纪录片｜全力防疫中的上海，市民们说：“要相信,1824,31,正面,12
在南极，中国科考队把隔壁邻居馋哭了,1432,31,中性,16
普陀这个老牌商务区税收再创新高的秘诀是,1408,31,中性,17
电竞酒店，按酒店管还是按网吧管？,926,31,中性,10
上海青浦：快件全部消杀、人员全部检测,852,31,中性,11
“品牌”服饰卖了300万，3人直播售假被提起公诉,1935,30,负面,13
抢占黄金地标，新能源车企的“流量”之争,1714,30,中性,8
有超市对购物篮购物车“一客一消杀”，青浦商超菜场严格防疫,1139,30,中性,8
国铁上海局13个铁路项目607处工点已全面复工复产,1015,30,中性,9
突然宣布：删除、关闭！,2222,29,中性,2
未成年人|特殊化的“私人订制”好窝心，小学生集中隔离后收到了这封信,2106,29,正面,6
“共促消费公平”，监管部门任重道远|光明网评论员,1843,29,负面,14
市场持续杀估值 机构坚守绩优股不动如山,819,29,中性,12
瑞安新天地招股书失效在管物业面积200.5万平方米,1742,28,中性,9
第九届中国（上海）国际技术进出口交易会延期至明年举办,1330,28,中性,7
沪上中小学今起开启线上教学：掌握“空中课堂”学习方法，确保学习质量“不打折”,625,27,中性,5
关于鼓励企业采取居家办公等灵活措施的倡议书,2253,26,中性,3
上海：违法行为全“中招”男子驾照一次被扣19分,2139,26,负面,7
民航再次跟进铁路免费退改，2020年春运退票超200亿,1700,26,中性,10
微商帝国崩塌，代理商成“炮灰”：交了数万智商税，囤了一辈子用不完的货,1642,26,中性,11
张纪中前妻公司成被执行人执行标的约7492.69万元,1449,26,中性,18
民警夫妻化身社区志愿者，抗击疫情有你有我,1427,26,正面,19
上海市消保委2021年受理消费者投诉23万余件售后服务纠纷占比逾六成,2217,25,负面,4
解码飞凡汽车：深谙底层逻辑才能跨越“鸿沟”,2157,25,中性,8
3月16日24时起，配合武宁路快速化改建，这个路口通行又有变化,1545,25,中性,20
硕鼠搬家？男子10个月盗窃投币式充电桩近2万枚硬币,1524,25,负面,21
徐汇这些伴手礼凭借什么入选,310,25,中性,1
医院是否要严格执行“谢绝探视”,1746,24,中性,12
销售过期潮汕牛肉丸等,1634,24,负面,13
上海：小区内居民核酸检测有序进行,1458,24,中性,22
上海植物园蝉联上海公园“十大”榜单,1429,24,中性,23
碳酸锂涨价的冰山之下，还藏着一座氢氧化锂冰川,710,24,中性,6
办公室、居家预防性消毒攻略来了！,2151,23,中性,9
卫健委回应发布会和疫情通报的感染者数字不同,1534,23,中性,24
上海成立首家地方消费者权益保护基金会,1009,23,中性,10
不少明星都穿过，这种“网红服装”到底是不是“智商税”,2023,22,中性,10
3·15专栏|上海证券交易所卢文道：理性投资、价值投资理念教育要从小从早抓起,1755,22,中性,14
助力“停课不停学”，上海联通确保教育云稳定运行,1736,22,中性,15
普陀这里收到一份神秘礼物！背后竟是,1429,22,正面,25
企业申报个税时，选择为员工一次性扣除6万元基本减除费用时需要注意什么,1334,22,中性,8
上海各类职业技能培训和评价机构暂缓开展线下服务,2056,21,中性,11
上海高岛屋百货公司销售过期食品被罚款10万元,1551,21,负面,26
非法集资的“十大类型骗局”,1017,21,负面,11
几路记者给你一幅上海“菜篮子”保供全景图,805,21,负面,13
特别的爱给特别的你，宝山多名“虎宝宝”平安降生,2327,20,正面,5
