title,time,hot,emo,count
上海新增本土确诊2417例无症状19831例,805,3014,中性,1
上海女子“教科书级”操作,744,1024,中性,1
上海组建消杀工作队对涉阳楼栋公共环境进行消杀,1529,476,中性,1
此行为，上海警方“零容忍”！,920,391,负面,2
上海浦东新区等地疫情总体呈持续下降趋势,1311,381,中性,1
回应：先消毒后分派，做好全链消杀,2057,350,中性,1
新华网评：守望相助凝聚起无坚不摧的战“疫”力量,1534,286,正面,2
上海严查疫情期间哄抬物价、不明码标价行为,1525,279,中性,3
骑手坐地起价索要跑腿费，被采取强制措施,2303,267,负面,1
今起到21日，上海“三区”人员检测安排时间表公布,1434,267,中性,4
工信部多举措支持 在沪重点企业稳生产,836,244,正面,3
方舱医院里，一位护士长的“海棠日记”,810,237,正面,4
如何做好上海重点区域、重点人群防控,1457,225,中性,5
为何要高频次、重复地做核酸检测,1119,224,中性,1
上海约谈12家电商平台,2355,220,中性,2
人民日报专访北京中医医院院长刘清泉：上海逐步建立中医药抗疫屏障,1142,218,中性,2
“满天星”覆盖上海奉贤城乡社区,1128,216,正面,3
他们在守卫：入沪道口累计放行保供、医疗等车辆60余万辆次,2106,211,正面,2
上海一超市员工加价销售商品涉嫌非法经营,716,207,负面,2
上海加大力度救助困难群体,1508,195,正面,6
30个问答讲解家庭消毒怎么做,2059,184,中性,3
老年人群如何进行疫情防控？专家给出建议,1533,184,中性,7
居家和办公场所应该如何正确消杀,2010,176,中性,4
“等疫情结束后咱们来上海度蜜月”,845,175,正面,5
让党旗飘扬在方舱医院,1441,172,正面,8
在上海青浦这群爱心“骑手”为居民送物资,1130,167,正面,4
共同守“沪”｜齐心坚持,2054,166,正面,5
三省市开启跨越千里的接力,1028,166,正面,5
中国儿基会、妇基会持续募集款物驰援上海,2208,161,正面,3
让居民就近做核酸上海奉贤首批31个固定核酸采样点投运,2035,158,中性,6
流行病学家：“动态清零”是现阶段最佳选择,1521,158,中性,9
徐汇这支退役军人小分队吹响抗疫“集结号”,1046,156,正面,6
