title,time,hot,emo,count
上海3月12日新增本土确诊病例1例、无症状感染者64例,746,1445,中性,1
离沪人员须持48小时内核酸阴性报告,850,449,中性,1
上海2男子另辟蹊径抓娃娃被行拘 ：曾花上千元抓娃娃但收获不满意,1100,250,负面,1
上海六院临港院区暂停医疗服务,1807,198,中性,1
复旦大学启动校园准封闭管理,944,97,中性,2
网传信息很多，上海发布权威回应,2140,90,中性,1
网传上海徐汇所有小区48小时闭环管理？官方辟谣,2059,84,中性,2
它和核酸检测的区别在哪里,1107,84,中性,2
“空中课堂”再升级，如何用好它，提升居家在线学习质量,1537,83,中性,1
吴凡：鼓励居家办公，有发烧等症状第一时间报告,715,82,中性,2
上海：组建儿科专科医院的医护团队承担儿童诊疗,1849,68,中性,2
上海隔离大爷坐墙上钓鱼，网友：大爷钓的不是鱼是惬意吧,1457,67,正面,2
快递寄不到上海了？官方回应,813,67,中性,3
检察官354天证罪之旅,2130,62,负面,3
助力国际消费中心城市建设，上海成立首家地方消费者权益保护基金会,300,55,中性,1
“空中课堂”再升级，具体学科怎么学,1542,46,中性,3
不应片面追求高森林覆盖率,612,46,中性,3
谁来鉴定我的护士病情？,1613,42,中性,1
违反体育运动精神，许钟豪停赛6场＋罚款20万,1850,40,负面,3
刷单炒信、小病大修上海公布侵害消费者权益典型案例,1449,39,负面,4
上海将延长采样服务时间、优化调整检测,1823,38,中性,4
紧跟部队需求搞科研,623,36,中性,4
确保主副食品市场供应平稳有序上海市商委：理性消费，勿过度囤货,1922,35,中性,5
上海九院南部院区新门诊楼和儿科门急诊暂停医疗服务,1320,35,中性,1
上海银行火速“输血”5亿元，助力叮咚买菜保供市民餐桌,1027,35,中性,3
前方有“大白”，后方有“光明”，光明爱心礼包温暖一线,1902,34,正面,6
沪2022年度考试录用公务员面试推迟举行,723,34,中性,5
武警上海总队机动二支队掀起春季大练兵活动,2030,32,中性,4
快件全部消杀，人员全部检测，青浦物流企业积极防疫，运转正常,2022,32,中性,5
受疫情影响上海至舟山部分水上客运航线暂时停航,1534,30,中性,5
上海市邮政管理局发布消费提示：收邮件快件密切关注货源地、出现异常早报告,1345,30,中性,2
外卖平台上线新冠抗原检测产品1人份自测盒售价约为30元,1638,27,中性,2
新冠抗原自测产品推迟上架,1330,27,中性,3
还有浦东区域版“名师面对面”,1316,26,中性,4
核酸采样的医务人员是密接？辟谣,953,26,负面,4
放心！上海的菜篮子、米袋子都很稳！,810,26,中性,5
下周7只新股开启申购，其中聚酯材料龙头战略配售引入娃哈哈,2023,25,中性,6
关注急危重症患者 上海防控隔离不隔爱,2003,24,中性,7
上海：小区内居民核酸检测有序进行,1645,24,中性,3
   男子深夜锯ATM机：想做点小生意  ,2040,23,负面,8
上海空中课堂用户指南,853,23,中性,6
中国女篮抵达上海,20,23,中性,1
观望不得 差点就落入陷阱了 ,2035,22,负面,9
北大医药撇清与盐野义合作药品计划“量化大本营”炒作资金尚能安否,1955,22,中性,7
上海失独母亲20年种树1000万棵,1059,22,正面,4
7×24小时检测、暖心接力上海“大白”全力奔跑,757,22,正面,6
上海对相关人员进行核酸检测已出结果均为阴性,1822,21,中性,8
办公室、居家预防性消毒怎么做，攻略来了,1320,21,中性,5
在家休息的民警救了高坠的老年邻居，棉被立功了,2151,20,负面,10
土库曼斯坦总统选举初步结果14日公布,1952,20,中性,9
CBA官方：许钟豪停赛6场罚款20万元,1931,20,负面,10
上海机场边检站开设专用通道，保障中国女篮一行33人快速入境,842,19,正面,7
公交、地铁加强疫情防控，保障乘客出行安全,1506,18,中性,6
特斯拉对外事务副总裁陶琳：赤裸裸的假消息,1340,18,负面,6
40年苏州河有多大变化？,1915,17,中性,11
区领导指导区教育系统在线教学工作,1301,17,中性,7
愚园路这里的油菜花又开啦！,853,17,中性,8
第44个植树节丨培植新绿 绘就绿水青山齐鲁画卷,2228,16,中性,1
为“次密接”产妇接生，为ICU重症老人送“最好的药”,2221,16,正面,2
小区封控 孕妇紧急转诊生下幸运宝宝,2132,16,正面,11
上海小区没有病例和密接为何封控,2127,16,中性,12
