title,time,hot,emo,count
上海新增本土确诊311例和无症状16766例,802,3820,中性,1
上海决定开展新一轮全市大筛！,1144,1921,中性,1
谢谢你“守沪者”！上海市民致敬援沪大白,1001,970,正面,2
警方通报上海测核酸时肢体冲突：一人身亡，犯罪嫌疑人被采取刑事措施,2050,608,负面,1
偶遇路人突发疾病，负案在逃的他伸出援手,812,393,负面,2
这段上海返岗护士和社区的电话录音听哭了,2358,352,正面,1
上海基层干部和社区志愿者：心手相连共同抗疫,0,332,正面,1
上海：累计排查在沪密接者134745人均已落实管控,1009,240,中性,3
1000元可以代办通行证？假的！,2000,239,负面,2
“哭了”的居委书记找到了,2104,234,正面,3
“上海人不用跟武汉人客气！”,1137,231,正面,4
记者调查发现：电子烟违规线上销售仍大量存在,346,223,负面,1
他们是驰援上海“战队”的缩影,1529,216,正面,1
愿疫情过后，你安好，我无恙,928,215,正面,3
上海临港方舱医院开舱，可容纳1.36万张床位，由沪苏浙医疗队协作共管,1919,211,中性,1
抗原检测前不能吃橙子？真相来了,1914,185,中性,2
她说，我收到了上海的热情邀请,1845,184,正面,3
“奔跑”的特殊药品供应链,1908,175,中性,4
金银潭护士长：上海是我们金银潭的一部分,729,173,正面,1
上海抗疫最吃劲儿时，全国多支医护昼夜兼程驰援而至,1110,169,正面,5
你帮我脱离险境 我助你走出泥沼,1449,163,负面,2
9小时改建8500平米，新国际博览中心方舱医院办公区交付,2031,154,中性,4
中医药在上海本轮疫情防控中发挥积极作用,1431,154,正面,3
每斤芸豆近30元，豇豆20多元,641,153,负面,2
上海：搭建移动气膜实验室 提高检测效率,1702,148,中性,1
金银潭医院领队：因为淋过雨，知道为别人打伞,1710,138,正面,2
婴儿奶粉、蔬菜水果、肉蛋奶居家抗疫团购汇总来了,1707,134,中性,3
上海警方部署关心关爱独居老人工作，解决实际困难,1130,127,正面,6
上海公共服务类企业保障正常生产临时通行证有效,1128,127,中性,7
记者实地探访上海临港方舱医院：医生经验丰富生活物资已准备妥当,1710,126,中性,4
上海已建10个应急保供大仓 上海生活物资供应充足,1432,124,中性,4
全市启用10个应急保供大仓，各地保供物资驰援上海,952,112,中性,4
居委书记回应与返岗护士通话时落泪,2317,111,正面,2
封控期间外出跑步十公里还发群炫耀上海一男子被行政处罚,1312,110,负面,1
上海约1.1万骑手等每日在岗今起每日接受一次核酸一次抗原检测,1127,108,正面,8
警惕“金融大V”的圈钱套路,910,108,负面,5
坚强有你，不离不弃，坚强不懈！,940,104,正面,6
社区里来了一群亮黄色送货“铁憨憨”美团无人车首次亮相上海,1638,96,中性,5
浦东通报封控小区店铺擅自开门营业：导致人员集聚 予以行政处罚,811,95,负面,7
女子疫情抢购千元食物被大妈顺走：解封后会报警,1200,92,负面,2
您收到的“连花清瘟”可以立刻吃吗？,2343,89,中性,3
相当于每天跑一次半马！上海蔬菜分拣员室内日行4万步,1059,89,中性,9
上海送菜人问听过儿歌孤勇者吗,2141,81,正面,5
当事人澄清：有人误会传谣,1451,74,负面,5
上海一老人家中烧锡箔纸不慎起火烧家,913,70,中性,8
光明牛奶厂怎么了？牛奶不能喝了？,1705,67,负面,6
电商平台今起开启这个应急通道,1913,66,中性,5
为何新冠感染者不能居家隔离？专家给出四点理由,0,64,中性,2
邻居“阳性”怎么办,1016,63,中性,10
上海亚虹：非公开发行股票申请未获通过,1539,62,中性,6
致全体医务工作者的感谢信,906,62,正面,9
对话“哭了”的居委书记，他说了好几次“现在与时间赛跑”,1614,60,正面,7
"600亿离职""顶流""周应波，创办私募，团队牛人曝光",1712,59,中性,8
新华全媒+丨上海：“0.12万人次”乘地铁，他们都是谁,1819,58,中性,6
假的！假的！假的！,1716,58,负面,9
上海首次开设“亲子方舱”已收治405人其中患儿202人,858,58,负面,10
致闵行区全体居村工作者的慰问信,854,58,正面,11
上海一幼儿园主人被大白活活打死,1925,57,负面,7
新国博中心的亲子舱已收满，孩子们准时上网课,2144,56,中性,6
深夜疾驰27公里，无偿为听障老人送餐,1104,55,正面,11
情况基本属实，上海一街道办致歉！,840,55,负面,12
转扩！老年人接种新冠疫苗需要注意些什么,950,53,中性,13
公文写作需要把握的五个方面,930,52,中性,14
私募大佬杨东大幅增持公募基金，邓晓峰、冯柳也出手了,836,51,中性,15
复旦大学附属浦东医院转为新冠救治定点医院，暂停门急诊等,714,49,中性,3
上海警方回应网传一失明老人两天没饭吃：系老人妹妹的误解,2033,48,负面,7
网络谣言粉碎机|关于上海，这都是“谣言”,1935,48,负面,8
快递如何拆收才能降低感染风险？,733,48,中性,4
合同僵局下合同解除规则的理解与适用,1928,46,中性,9
抓住水稻空档期 上海崇明抢种绿叶菜,1927,46,中性,10
曾经的“生死之交”来上海了,1053,45,正面,12
上海：集采集配化解物资运送“最后100米”难题,2101,44,中性,8
上海：方舱里学生忙上网课,2042,44,中性,9
227家上市公司触及退市红线涉及重大违法类企业占近一半,701,43,中性,5
网传青浦一“大白”从29楼被人推下身亡,2144,42,负面,10
那只“跳进”爱心蔬菜包的手机咋样啦,1732,42,中性,10
最新！中芯国际重磅官宣,1135,42,中性,13
证监会同意云从科技科创板IPO注册,1916,41,中性,11
车接车送上海医护人员朋友圈为暖心民警点赞,1704,41,正面,11
我是一名无症状感染者，我的经历也许能帮到很多人,150,41,中性,3
小哥骑行27公里为听障老人送饭菜 当事人：就是帮个忙 没想过报酬,1653,40,正面,12
价值百万元涉嫌侵权货物即将出口上海法院6小时快速完成“云保全”,1252,40,负面,3
典型的杀猪盘诈骗是什么样的？,1001,40,负面,14
应对疫情“亲子相隔”：上海最大方舱开启“亲子”模式,640,40,中性,6
邓晓峰、冯柳扫货这些股票，茅台第一私募建仓锂业巨头，淡水泉、景林买了啥,1547,37,中性,7
疫情防控中上海医护全力保障孕产妇安全分娩,1125,37,中性,15
小米投资芯耀环保后者经营范围含石墨及碳素制品制造,948,37,中性,16
上海新增阳性感染者为何破万？回应来了！,946,37,中性,17
草莓又成“百毒之首”？,702,37,中性,7
官方回应社区与援沪医疗队起冲突,1559,36,负面,8
2022高校毕业生就业创业支持政策来了,1126,36,中性,16
追剧普法 假结婚买房是否可行？,1005,36,中性,17
五方面政策支持，万亿北斗产业起飞，这些股业绩翻番,1824,34,中性,12
保姆阳性被隔离，98岁老人无人照顾,1124,34,负面,18
上海送菜小哥的一天：月送4000多单一个月未回家,614,34,正面,8
1100余位行动不便的居民如何做核酸,2150,33,中性,11
“我妹在家吭哧吭哧打包抗疫物资，把自己手机也打包给上海人民了”结局哈哈哈哈,1737,33,中性,13
解放军来了！解放军派出卫勤力量支援上海,859,33,正面,18
强举措抓落实 筑牢疫情防控屏障,2027,32,中性,12
上海：共同参与“老吾老”让更多老年人“被看见”,1948,32,正面,13
中医药预防新冠肺炎的十个问答,2153,31,中性,13
留学生不香了：大厂进不去，小厂嫌弃我,1836,31,中性,14
安静的上海街头，一名外卖骑手退回了跑腿费,1658,31,正面,14
疫情导致生鲜电商订单暴增，叮咚买菜股价上涨超45%,1438,31,中性,9
援沪日记：到达上海后的24小时,741,31,正面,9
港媒：越来越多中国年轻人谈论“社恐”,656,31,中性,10
女子误将手机装进抗疫物资送上海 志愿者：找到时以为是活鸡,1830,30,负面,15
上海亲子舱实录：大白捧一罐罐奶粉进舱 患儿朝镜头比“胜利”,1458,30,中性,10
每个人都适合吃连花清瘟吗,1239,30,中性,4
你收到的流调电话可能是法官拨打的,1221,30,正面,5
隔离男孩在家开启意念旅游：想找一下出去玩的感觉,1043,30,中性,19
科创板上市委：奥浦迈首发4月13日上会,2007,29,中性,14
海优新材：受疫情影响部分区域工厂临时停产,1958,29,中性,16
荔枝网评：平凡微光汇聚“战疫必胜”磅礴力量,1826,29,正面,17
泪目！上海居民隔空感谢江苏援沪医疗队,1423,29,正面,11
“将抗疫进行到底”上海浦东一位基层干部的抗疫故事,1008,29,正面,20
互相将发型理成圆寸，18名边防港航分局民警进驻临港方舱医院,331,29,正面,2
上海好邻居｜左邻右里抱团取暖，暖暖的邻里温情在宝山这个社区里流淌,1956,28,正面,18
出院后，他写下了《上海核酸检测异常自助手册》,1638,28,中性,15
企业所得税税前扣除凭证热点问答,1559,28,中性,12
张伯礼院士：对轻症患者应实行一人一策,1036,28,中性,21
应对疫情的10条心理疏导短片,906,28,中性,19
封控期间如何配药？来看这份小贴士,806,28,中性,20
十年深耕+银租联动，上海农商银行以集团化金融服务长三角经济圈,705,28,中性,11
紫金e评：一起守“沪”，奏响团结“最强音”,2054,27,正面,15
中国红十字会支持上海874万余盒连花清瘟胶囊助力疫情防控,1741,27,正面,16
保险机构全力保障业务稳定运行,200,27,中性,3
“哭了”的居委书记，还有另一个身份！,1941,26,负面,19
上海哭了的居委会书记曾是好八连战士,1402,26,正面,13
上海新增311+16766例抗原阳性立即报告村居委并居家等待,1127,26,中性,22
一则政策彻底引爆，229亿外资提前抄底，什么信号,818,26,中性,21
剧本杀与旅游如何深度融合,2100,25,中性,16
上海一业主自费买2吨蔬菜送700余户邻居,1826,25,中性,20
新民快评｜这封信，读出的是善良和相信的力量,1706,25,中性,17
疫情防控期间，下列行为违法,1452,25,负面,14
2022年“创•在上海”国际创新创业大赛，来啦,1348,25,中性,6
居委会发连花清瘟了，胶囊和颗粒啥区别,1201,25,中性,7
深夜，女护士为何骑着共享单车冲向警察？,833,25,正面,22
上海累计感染破5万：封控何时结束,5,25,中性,4
疫情期间，我国沿海民用海图发行服务开辟“绿色通道”,1502,24,中性,15
感染者出院后写下核酸异常自助手册 给身处疫情中的人带去安慰,1406,24,中性,16
雪中送炭沪上银行业加强防疫领域信贷支持,200,24,中性,4
连人带车滞留封控区的司机们怎么办,2007,23,中性,17
我是外国人，但不是外人,1446,23,正面,17
35层楼、1部电梯，博士夫妇设计方案1.5小时完成核酸检测|睡前分享,2141,22,中性,18
上海抗疫故事｜广福日记·8户11人(三)：转运,2130,22,中性,19
1200份抗原检测试剂盒“从天而降”,1716,22,正面,18
仁济医院完成首例非气管插管保留自主呼吸的胸腔镜气管肿瘤手术,1638,22,中性,19
光明乳业回应网传鲜奶团购是骗局：有人误会传谣,1547,22,负面,18
上海阿姨拎两大包食物送给外地租户 当事人：在团菜群里说饿瘦了，一会儿阿姨就送来了,1500,22,正面,19
上海：全力保障570余万人养老金按时足额发放,1408,22,中性,20
男生在家开启意念旅游模式 ,1400,22,中性,21
医护人员来自本地浦锦街道沟通道歉,831,22,负面,23
7个月宝宝奶粉告急上海金山民警协助解决难题,2044,21,负面,20
嘉定推出“门对门”“线连线”“点对点”服务,1941,21,中性,21
保农业市场主体 金融力量不停歇,1846,21,正面,22
消保委最新团购汇总、各区生活物资保障服务渠道,1714,21,中性,20
银行为抗疫企业开辟“绿色通道”,1309,21,正面,8
旭辉控股一季度销售287.4亿元近期新增2个项目,2329,20,中性,4
卸任第二天火速成立上海运舟，奔私能否超越过往,2205,20,中性,5
一线战疫·安亭镇｜核酸样本“摆渡人”：早一分钟送检，就少一分传播风险,1735,20,正面,21
上海检察机关战疫十二时辰,1645,20,正面,22
被通知是密接怎么办？别慌，可以这样做,1527,20,中性,22
惠氏推出多项应急举措,1846,19,中性,23
数字遗产继承面临哪些问题,1500,19,中性,23
上海各区送菜比拼“宠粉”，各方力量积极参与保供,1443,19,中性,24
健康出入疫情防控系统,1304,19,正面,9
