title,time,hot,emo,count
上海：8个区实现社会面基本清零,1006,1476,中性,1
上海：目前疫情走势趋稳向好没有发现新的变异株,1018,527,中性,2
上海新增本土228+1259，死亡7例,831,459,中性,1
楼里阴性被拉走，没交钥匙被撬门？文图不符！为当事业主忘带钥匙联系消防破门,1203,356,负面,1
上海：全市医疗机构逐步恢复日常医疗服务,1319,275,中性,2
中科院上海分院科学家“逆行”守护实验室,1046,275,正面,3
上海：防范区内逐渐恢复的“烟火气”,1421,264,中性,1
出院后如何做好居家隔离,1024,223,中性,4
保险业助力货运物流保通保畅,1628,222,中性,1
社会|救护车里竟藏850条香烟，上海一男子被拘,802,219,负面,2
上海：做好常态化环境清洁消毒工作,1017,217,中性,5
从严抓好疫情防控工作,1426,212,中性,2
方舱“维保人”：每日在高危环境中工作10小时,1540,206,正面,3
铁骨柔情金盾护民战“疫”中的公安干警,1034,205,正面,6
专业团队“持证上岗” 开展环境清洁消杀,1534,203,正面,4
润达医疗回应核酸出现“假阳性”：已要求实验室启动自查,944,193,中性,3
“白名单”如何扩容,1013,191,中性,7
打通物资保供“最后100米”，上海黄浦邮政再发力,1638,185,中性,2
“安疫保”“复工保”提供保障解复工复产企业后顾之忧,1542,184,中性,5
上海松江“复工复产防疫通”上线运行,1124,180,中性,8
如何科学判定密接、次密接人群,1201,169,中性,3
向粉丝挥刀割“韭菜”，金融大V被公诉,708,166,负面,1
告居民书（5月11日）,1835,153,中性,1
星火成炬 齐心守“沪”,1626,139,正面,3
经观频丨一起看看上海静安的“15分钟核酸服务圈”,1618,134,中性,4
下沉干部，你冲锋在前的样子真美！,1507,127,正面,6
上海发现一例阳性，整栋楼把他藏起来,835,121,负面,4
上海有48家新冠患者定点医疗机构，其中4家专收儿童床位500多张,1354,119,中性,4
央行上海总部：探索解决疫情期间企业发放工资难题,1812,113,中性,2
保畅稳链纾困 复工复产提速,1159,112,中性,9
上海青浦：两男子私自离开厂区偷卖蔬菜牟利,730,111,负面,2
特斯拉回应上海工厂暂停生产暂未收到通知,1127,108,中性,10
上海警方破获一起利用疫情哄抬物价案件涉案金额达40万余元,1656,104,负面,5
市场占有率超过25%高合HiPhiX四月销售316辆,2046,100,中性,1
交通运输部：一季度我国主要港口综合服务保持稳定高效,1322,92,中性,5
上海快递：个人散件派送正在恢复,1525,91,中性,7
上海养老服务热线接到诉求来电5500余个，老年人反映的问题集中在三方面,1344,90,中性,6
上海方舱爷爷给老伴送花庆钻石婚,758,86,正面,3
仁济医院发通知，有清零时间表,2128,78,负面,2
马斯克：上海超级工厂将扩产，而非新建第二座工厂,1132,77,中性,11
1斤蒜头卖13元！上海一烟酒行被查,2104,67,负面,3
“随申码”赋码规则你真的了解吗,856,67,中性,5
上海一小区门口当街摔活鱼，当地居委：团长上报的是冷鲜鱼，活鱼不能进小区,808,67,负面,6
首次！上海轨交全网停运,1106,66,中性,12
上海浦东国际机场5月以来进出境货机和货物量环比大幅增长,1942,65,中性,3
