title,time,hot,emo,count
上海昨日新增5例本土确诊病例和78例本土无症状感染者,750,449,中性,1
张文宏详解新冠抗原检测,835,171,中性,1
上海进一步强化疫情防控措施：非必要不离沪 离沪须持48小时内核酸阴性报告,2338,167,中性,1
上海失独母亲20年种树1000万棵,1210,137,正面,1
上海中小学全部调整为线上教学,857,132,中性,2
上海迪士尼乐园将限流开放，明起须凭核酸检测报告入园,1246,97,中性,2
上海空中课堂用户指南,919,96,中性,3
已平安抵达上海后续将进行隔离管理,1958,95,中性,1
上海粮油储备充足，城市应急保供品种入储比例已增加,1434,88,中性,1
上海本轮疫情系病毒污染宾馆环境引发,556,55,中性,1
重磅！居民可购买试剂自测新冠病毒抗原,1559,50,中性,2
“各位，解封！”，“书记，你辛苦了！”,1921,48,正面,2
深夜解封，100分钟，938辆出租车送2091人安全回家,1458,46,中性,3
“闵行区古美街道核酸检测医生是密接”纯属谣言,1916,45,中性,3
一起学习《栽植赋》,800,42,正面,4
高境居民封阳台、纱窗定制与维修、晾衣架定制与维修，预约方式介绍,800,41,中性,5
7×24小时检测、暖心接力上海“大白”全力奔跑,1902,40,正面,4
行业惊现“职业应聘者”，多家私募已报案,1654,36,负面,1
马桥大理石保养、木地板打蜡、地毯清洗、擦玻璃等服务，预约方式一览,759,36,中性,2
“产业淘金”还是“投资昙花”,1341,32,中性,3
知名作家、导演的公司摊上事了？,1529,31,负面,4
宅家学习牢记“七不”，健康学习两不误,1102,27,中性,1
来看这个工厂到底有多智能,1242,26,中性,4
植树节：“云”认养，“宅”家种春天,1402,25,中性,5
这份健康活动指南请收好,1358,25,中性,5
中国科学家研究成果登上《自然》杂志,810,25,中性,6
基金经理离任，又创新高！,2057,24,中性,1
上海2男子另辟蹊径抓娃娃被行拘 ：曾花上千元抓娃娃但收获不满意,1904,24,负面,5
我国人工林面积全球第一，有你的一份力吗？,1042,24,正面,2
上海超260家门店正常运营，途虎养车向到店车辆提供免费防疫消杀等服务,2014,23,中性,2
上海电信与城市同呼吸、共命运，“城市通信抗疫十大举措”为上海加油,1527,23,正面,6
私募存续规模突破20万亿元证券类投资基金最具活力,738,23,中性,3
曾被千万悬赏的上市公司董事长，名下豪宅拍出了天价,910,22,中性,7
张文宏谈国家为何增加抗原检测：又快费用又低,838,22,中性,8
探索“产业+金融”模式破解“专精特新”企业融资难,747,22,中性,4
2天亏完2个月收益，这类基金创年内最大回撤,1914,21,中性,6
放心！上海的菜篮子、米袋子都很稳,1736,21,中性,2
“居家管控证明”上线“随申办”普陀旗舰店,1434,21,中性,7
治疗精神疾病，不可“快刀斩乱麻”,1402,21,中性,8
重要的事再说一次！乘坐公共交通请正确戴口罩,1104,20,中性,3
上海造绿，构建宜居宜业宜游“生态之城”,640,20,中性,5
上海中小学线上教学首日家长：孩子接受度挺好,1619,19,中性,3
防疫当前，上海人居家买菜方便吗,1321,19,中性,6
取消限购！又有百亿大牛基出手了,0,19,中性,1
第16届世界华商大会将于2023年在泰国曼谷举办,1801,18,中性,7
直击凌晨流调现场：不关灯的小楼平安的守候,1547,18,正面,9
“植”此青绿！浦东366株树木开放认养,1231,18,中性,7
今年嘉定将新增绿地60万平方米,1038,18,中性,4
何时能“躺平”？张文宏独家解读,901,18,中性,9
单频激光非线性光谱操控方面研究获进展,800,18,中性,10
上海轮椅竞速队教练黄鹏：世界冠军是这样练成的,1339,17,中性,8
沪镍恢复交易后跌停，中国有色金属工业协会发声：当前镍价严重背离基本面,824,17,中性,11
无症状多久能转阴,729,17,中性,6
植树节线上寻访浦东花园，享受园艺带来的美好,633,17,中性,7
沪2022年度考试录用公务员面试推迟举行,2345,16,中性,2
张文宏：防疫“躺平”可能付出较大死亡代价,2042,16,中性,3
新冠自测能取代核酸结果吗？张文宏释疑,1522,16,中性,10
月罗公路一辆轿车突发起火所幸事故未造成人员伤亡,1244,16,负面,9
“造谣成本”有多大？法律如何对谣言进行约束？,1128,16,负面,5
得知线上教学启动，上海这个区教育局连夜给师生家长写了封信,347,16,正面,1
“戏精”女子装“白富美”、扮高材生，设连环套疯狂诈骗89万,1909,15,负面,8
这样的“抓娃娃”方式 您是否见过？,1442,15,负面,11
阳光和今晨的朋友圈,1204,15,中性,10
抗原检测对无症状有用吗,1145,15,中性,6
专家教你不让疫情“乱心”,855,15,中性,12
短评｜迎难而上，凝心聚力，战“疫”必胜,629,15,正面,8
