title,time,hot,emo,count
在密接隔离点如何避免交叉感染,1559,357,中性,1
国家组建医疗队援助上海，多个省市医疗队已经抵沪,1412,312,中性,2
“我是一名无症状感染者，我的经历也许能帮到很多人”,635,285,中性,1
上港集团：码头生产运营如常，集装箱船未见拥堵,1047,242,中性,1
1500名医护人员“津”锐出征,2310,211,正面,1
上海迪士尼：度假区恢复运营时间待定，所有票务销售暂停,1356,191,中性,1
上海：一餐饮有限公司涉嫌哄抬价格，拟处5倍罚款并责令停业整顿,1632,169,负面,1
上海184小时建造沪上最大方舱 ，已验收交付超10000张床位,2015,157,中性,1
一名儿童在隔离期间死亡？上海市卫健委：儿童因发烧处于惊厥经紧急救治已无大碍,2213,153,负面,2
关爱志愿者，为抗疫助力,1317,145,正面,2
已收治7120名病人，5家医院进驻,1356,129,中性,3
各地驰援上海的医疗队今日陆续抵达，总计约6000人,1822,106,中性,1
上海启动蔬菜应急保供方案各区“点对点”速运直送,1319,104,中性,4
网传“上海市民与疾控中心对话录音”，浦东卫健委回应：高度重视，正在调查中,52,88,负面,1
科普丨奥密克戎有200种后遗症,1035,86,中性,2
上海被单独隔离女童母亲发声 医院：患儿医疗和生活照料有保证,1205,84,中性,5
上海已累计筛查1832.9万人次，准备阶段按照采、送、检、报一链条设计安排,1024,83,中性,3
援沪医疗队总人数约万人部分已入驻方舱医院,2309,76,正面,3
做完核酸不回家？还咬伤民警？,2045,75,负面,2
一季度生产交付同比大增近70%，上海超级工厂待复工,1800,71,中性,2
上海为何采取抗原筛查？张文宏最新发声,804,65,中性,1
上海本次核酸筛查已达3千余万人次,1300,64,中性,6
抗原检测结果如何登记？如何查询？,848,64,中性,2
疫情期间食品安全风险提示和消费预警,800,51,中性,3
疫情防控期间，诉讼时效怎么算、如何申请财产保全,1124,49,中性,4
在上海最大临时集中隔离点中医医疗队开始接收患者,719,49,中性,2
上海市委常委会会议：确保全市核酸筛查工作保质保量完成,2258,48,正面,4
隐瞒行程、从上海拉人不报备2人被立案，3人被采取刑事强制措施,2046,48,负面,3
上海港大堵船？1400亿巨头紧急回应,1508,46,中性,3
国药控股：八百万盒连花清瘟胶囊紧急运送抵达上海,1628,45,中性,2
大多数感染者7至10天可康复一名“无症状”的自助手册刷屏,1828,42,中性,3
一周内6次列车发现阳性感染者，3个从上海始发，波及4省,1406,40,中性,4
13岁儿子由上海返回，一母亲伪造证明、不主动报备被拘,931,37,负面,4
上海感染超3万，一个声音高呼：中国为何不能群体免疫,5,37,中性,2
脱下制服换上“战袍”200名高铁乘务员化身社区分拣员、搬运工,1117,36,正面,5
港口延误情况越来越严重,2231,34,负面,5
驰援上海！全国各地数千名医务人员出征,2233,33,中性,6
4月3日上海主要医疗机构暂停医疗服务情况，一文汇总,1709,33,中性,3
菜农被隔离90后老板接力帮忙捐菜给上海,2230,32,正面,7
战疫观|“看得到”菜来了，怎样更快“拿得到”,1659,32,中性,4
上海部分社区推行“代配药”模式医院开启绿色通道为封控区居民配药,1453,32,正面,5
上海一个楼栋的“民间防疫指南”，火了,1348,32,正面,7
女子跟着网恋对象投资，被骗92万元,1656,31,负面,5
中医预防祛疫方“亮相”上海最大集中隔离救治点,804,31,中性,5
静止中的上海外滩和南京路,712,31,中性,3
明查｜这画面不是上海新冠感染者集中隔离的场景,800,30,中性,6
典型的杀猪盘诈骗是什么样的？,1316,29,负面,8
移动核酸检测车“蓝铠甲”来闵行了，最大日检测量可达3600管,1056,29,中性,6
上海富人隔离期奢侈生活曝光，可我更关心那个住烂尾楼的女人,5,28,中性,3
上海客轮开辟绿色通道，保障横沙物资供应,2306,27,中性,8
“我永远不会感谢疫情，但会想念这段社区共生的日子”,1819,27,正面,4
上海交警发布覆车之戒禁左转弯车辆先行,1739,27,中性,6
上海回应市民录音投诉健康云结果有误,1700,26,负面,7
本轮感染者破10万，上海救护车事件视频流出：除了愤怒，我们该反思什么,1535,26,负面,6
疫情下的上海封控社区：为了救助生命，为了不留遗憾，他们想方设法“架桥”,1209,26,正面,9
明晚，我们一起探讨“内在宇宙”神秘的大脑,2105,25,中性,4
第五届进博会各项筹备工作正毫不放松推进,2036,25,中性,5
图说│社区大食堂持续运营，让独居老人吃上热饭菜,1712,25,正面,8
上海一小区配送猪肉有异常,1316,25,负面,10
无症状感染者如何治疗？以病情监测和核酸筛查为主,1005,25,中性,7
封控中，守护母婴安全仍是头等大事,748,25,中性,4
万一感染了，进入方舱医院要准备点啥,1659,24,中性,9
上海高校辅导员战“疫”时刻：他们是学生的“12345热线”,1540,24,正面,7
这些天他为小区的独居老人送去爱心食材,1056,24,正面,8
上海电气中标成都两条轨交线监控系统集成及安装项目,1114,23,中性,9
奉贤3227名年轻干部组成突击队奔赴街镇村居抗疫一线经受锤炼书写担当,27,23,正面,4
特殊时期，老人们要吃的好，更要吃的安全,2113,22,中性,6
告杨浦区居民书（四）,2010,22,中性,7
我送药过去“别客气，你好我才能好”,1828,22,中性,5
即日起，这2省市入（返）柳人员需实施集中隔离管控,1140,22,中性,10
上海抗疫进入关键时刻，市民的求助及时解决了吗？,2345,21,中性,9
各地医护人员赶赴上海救治伤亡人数,2153,21,中性,8
电车再涨，也不买油车,1737,21,中性,10
上海移动争分夺秒全力保障各集中隔离点网络通畅,1152,21,正面,11
价值5000万余元连花清瘟胶囊已在路上,2308,20,正面,10
疫情下老上海的做派：过好自己的日子，居委通知做志愿者我就去帮忙,2250,20,中性,11
疫情封控下的上海港：船未见堵，但货难运,2100,20,中性,9
上海金融人奋力抗疫：市场不能停，资金不能断,1948,20,中性,6
市市场监管局公布疫情防控期间又一批价格违法典型案例,1840,20,负面,7
独家专访援驰上海果蔬分拣员：培训6周才能上岗，熟手、生手工作效率差五倍,1649,20,中性,11
洋山港海事局今日紧急救助两名伤病船员,1520,20,负面,8
上海新国博方舱医院交付过半，7500张床位可使用,1509,20,中性,9
特斯拉第一季度汽车交付量达 31 万辆,1342,20,中性,11
上海市、吉林省抵桂人员不足14天，至少实行7天集中隔离+7天居家健康监测,1115,20,中性,12
上海感染者超2万，张文宏被骂惨：疫情没完没了，这是我们必须知道的真相,1000,20,负面,13
这份就业创业政策大礼包请收好,945,20,中性,7
特斯拉一季度交付量创历史新高供应链难题令产量环比近持平,510,20,中性,1
封控期间特殊人群就医怎样保障，互联网医院服务情况如何，发布会回答这些问题,2044,19,中性,10
美团外卖在沪上线“应急帮手”功能，高优先级响应老幼病残群体需求,2027,19,中性,11
他们以非接触方式对特殊孩子观护帮教,1826,19,正面,8
凌晨3点去医院急诊，遇见一个在车上睡了4天的上海出租车司机,1431,19,负面,10
上海浦东新区全区均为封控区或管控区,1357,19,中性,12
渐冻症患者母子就医后步行5公里坐倒路边，两区民警爱心接力将其送回家,1344,19,正面,13
世赛冠军去哪儿了：曾璐锋的故事,1030,19,中性,14
中国F1第一人周冠宇：飞驰人生背后的“金钱引擎”,2151,18,中性,12
1名小学生智救2名落水大学生,1552,18,正面,11
医生专家加入“战疫服务平台”，网友求助一键直达,1509,18,中性,12
癌症病人化疗药物远在浦东，她试拨通了楼道张贴的社区民警电话,931,18,正面,8
上海进入全域静态管理,910,18,中性,9
自述：愚人节那天，我接到流调电话说“核酸异常”，但之后的传言，我不信,840,18,中性,10
为接20分钟群众投诉电话的女科长点赞,23,18,负面,5
上海累计感染破4万，这三兄弟坐不住了：平常玩归玩闹归闹，有事他们真上,1758,17,中性,12
上海多所高校推出“爱心云托班”，为一线抗疫人员子女提供“云陪伴”,1652,17,正面,13
今天的上海发布会聚焦这些问题,1544,17,中性,13
今天，世博方舱医院迎来首批出院，他们还收到光荣退“疫”证明,1538,17,正面,14
老赖主播“玩消失”，执行法官化身“粉丝”进直播间,1525,17,负面,15
封控小区男子突发疾病消防员化身“大白”破门救援,1435,17,负面,16
新华社独家航拍上海最大方舱医院内部运行,1401,17,中性,17
无人机自动测距，居民不动大白动，地上两米线赶紧学起来,1356,17,中性,14
从“老克勒”“沪漂”到“学霸”，上海街头艺人纷纷成为抗疫一线志愿者,2139,16,正面,13
关于在本市推行“场所码”等扫码通行疫情防控措施的通告,2010,16,中性,14
上海的抗疫怪兽：居家隔离,1944,16,中性,9
全球“缺芯”困局：20元汽车芯片被炒到近3000元 ,1236,16,中性,15
900余户居民齐心点亮魔幻灯光秀,1159,16,正面,15
17岁少年：集中隔离点的日子，好像给我的人生“加buff”了,1148,16,中性,16
紫金e评：防疫细节不放松，你我都是责任人,1136,16,中性,17
国产“迪士尼”，排队凉凉,1115,16,中性,18
